CSV Report,2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,10 mM EDTA_260.00nm_90.0-21.0C,,10 mM EDTA_260.00nm_21.0-90.0C,,10 mM EDTA_260.00nm_90.0-21.0C_R1,,10 mM EDTA_260.00nm_21.0-90.0C_R1,,5 mM EDTA_260.00nm_90.0-21.0C,,5 mM EDTA_260.00nm_21.0-90.0C,,5 mM EDTA_260.00nm_90.0-21.0C_R1,,5 mM EDTA_260.00nm_21.0-90.0C_R1,,1 mM EDTA_260.00nm_90.0-21.0C,,1 mM EDTA_260.00nm_21.0-90.0C,,1 mM EDTA_260.00nm_90.0-21.0C_R1,,1 mM EDTA_260.00nm_21.0-90.0C_R1,,0 mM EDTA_260.00nm_90.0-21.0C,,0 mM EDTA_260.00nm_21.0-90.0C,,0 mM EDTA_260.00nm_90.0-21.0C_R1,,0 mM EDTA_260.00nm_21.0-90.0C_R1,,10 mM EDTA_400.00nm_90.0-21.0C,,10 mM EDTA_400.00nm_21.0-90.0C,,10 mM EDTA_400.00nm_90.0-21.0C_R1,,10 mM EDTA_400.00nm_21.0-90.0C_R1,,5 mM EDTA_400.00nm_90.0-21.0C,,5 mM EDTA_400.00nm_21.0-90.0C,,5 mM EDTA_400.00nm_90.0-21.0C_R1,,5 mM EDTA_400.00nm_21.0-90.0C_R1,,1 mM EDTA_400.00nm_90.0-21.0C,,1 mM EDTA_400.00nm_21.0-90.0C,,1 mM EDTA_400.00nm_90.0-21.0C_R1,,1 mM EDTA_400.00nm_21.0-90.0C_R1,,0 mM EDTA_400.00nm_90.0-21.0C,,0 mM EDTA_400.00nm_21.0-90.0C,,0 mM EDTA_400.00nm_90.0-21.0C_R1,,0 mM EDTA_400.00nm_21.0-90.0C_R1,
,66,0.353647747191678,45,0.324761693852435,66,0.366278264079347,45,0.336011622713119,66,0.328171624356449,45,0.305874317027687,66,0.32742718893414,45,0.304668915598676,66,0.382693852236528,45,0.361448021675628,66,0.397172720975715,45,0.374901707079716,66,0.417435382895057,45,0.396255230739374,66,0.43108150737724,45,0.407528022243725,66,0.0257562289365047,45,0.0255416475783212,66,0.0254155546757782,45,0.0252061832071557,66,0.00630931743338301,45,0.00650879950790219,66,0.00627937114826238,45,0.00635676403690361,66,0.0106161068627862,45,0.0106293763667168,66,0.0104137048532488,45,0.0103278024429611,66,0.0278803245123417,45,0.0278055529805489,66,0.0276780099405675,45,0.0276334666462952
,65,0.352735950182479,46,0.326267061896095,65,0.365222975068261,46,0.337626361130351,65,0.327567064710195,46,0.307152550133035,65,0.326824876070217,46,0.305959723263208,65,0.382162399118191,46,0.362792735303577,65,0.396658403830568,46,0.376293218716685,65,0.416939057400784,46,0.397630730498692,65,0.430480946387179,46,0.408853211202998,65,0.0257928949932787,46,0.0255145900812991,65,0.0254092344836886,46,0.025197834790623,65,0.00633734483237471,46,0.00648723519159233,65,0.00627785221316044,46,0.00634705053861024,65,0.0106629163252139,46,0.0106093072352238,65,0.0104219667757109,46,0.0103264158746632,65,0.0278948771888248,46,0.0278087533157699,65,0.0276656347121699,46,0.0276349260030117
,64,0.351838106218477,47,0.327866059923775,64,0.364114136452043,47,0.33929606231126,64,0.32699321560712,47,0.308546467505708,64,0.326172240918209,47,0.307285949022088,64,0.381635496428857,47,0.364238833753427,64,0.396042868942331,47,0.377757022080672,64,0.416539982277025,47,0.399006043807645,64,0.429968805008592,47,0.410255983073497,64,0.0258003160225387,47,0.0255121220916815,64,0.0254149227104068,47,0.0251575114518601,64,0.00636174923002688,47,0.00646893353248283,64,0.00628818985850078,47,0.00635390723076985,64,0.0106803039758939,47,0.010611204447349,64,0.0104168339800888,47,0.0102821548027692,64,0.0279188980661763,47,0.0278069979997242,64,0.0276758749578184,47,0.0275960688556199
,63,0.350834770423108,48,0.329532746705011,63,0.363047351528764,48,0.340958956717339,63,0.326379570047235,48,0.309948090511111,63,0.325686722282452,48,0.30865708389952,63,0.381075933417517,48,0.365681785573732,63,0.39545428391656,48,0.379247786582285,63,0.416148471295936,48,0.400481675143714,63,0.429467715202828,48,0.411693695109677,63,0.0257620731044147,48,0.0255076643136257,63,0.0254044332980656,48,0.0251530734463134,63,0.00635870305732035,48,0.00647774425071296,63,0.00627828053542394,48,0.00632976486568946,63,0.0106536014353418,48,0.0106236365551157,63,0.0103995157122231,48,0.010296333809243,63,0.0279042874747989,48,0.0278163506905552,63,0.0276555000472941,48,0.0275945645494922
,62,0.349864365696237,49,0.331215732517348,62,0.362082170493566,49,0.342700466604055,62,0.325698098307424,49,0.311360902963713,62,0.32508019238814,49,0.310049950572654,62,0.38051461565626,49,0.367131483498133,62,0.394910803502701,49,0.380766036510676,62,0.415674227009805,49,0.401943113843572,62,0.428904669657973,49,0.413187789074783,62,0.0257516049250237,49,0.0254941782994609,62,0.0254106944794467,49,0.0251404407341121,62,0.00635889594901632,49,0.00647578996847233,62,0.0062852088612059,49,0.00631182105608712,62,0.0106419255117589,49,0.0106097800435318,62,0.010427850839348,49,0.0102796575351209,62,0.0278769866063041,49,0.0278066946563549,62,0.0276692820810662,49,0.0275679613938948
,61,0.348842899574899,50,0.332971513285705,61,0.360984968256625,50,0.344456435272936,61,0.325047130563843,50,0.312859667662738,61,0.324378519750776,50,0.311473262493438,61,0.379933082104939,50,0.368673534244246,61,0.394330942685967,50,0.382317643709595,61,0.415147442740452,50,0.40342813043967,61,0.428297607859849,50,0.414703949085846,61,0.025746194176131,50,0.0255066532989857,61,0.0253877565052317,50,0.0251596254443333,61,0.00636214106918659,50,0.00647566567096647,61,0.00629388425429806,50,0.0063150278998505,61,0.0106553676122072,50,0.0106052451285648,61,0.0104147770343816,50,0.0102779318427434,61,0.0278770400381965,50,0.0277928419048513,61,0.0276516290958384,50,0.0275656614218068
,60,0.347789248705278,51,0.334768677940824,60,0.359889683746526,51,0.346258570500563,60,0.324367620616968,51,0.314328497218526,60,0.323659977156002,51,0.312860046202369,60,0.379336342862434,51,0.370144939994397,60,0.393679266017388,51,0.383849112516984,60,0.414540279220869,51,0.404966893465551,60,0.427652767384584,51,0.416246189714358,60,0.0257331916808543,51,0.025517757304876,60,0.0253974179687769,51,0.0252143888443003,60,0.00636046460342117,51,0.00648659733126664,60,0.00629337688520355,51,0.00632060837969697,60,0.0106463091609852,51,0.0106107376993357,60,0.0104433891885875,51,0.010324917372924,60,0.0278814848000677,51,0.0278107782942359,60,0.0276696472294414,51,0.0275979224960908
,59,0.346704753683991,52,0.336511429610583,59,0.358758620405385,52,0.347985144956498,59,0.323652862280943,52,0.315752651190844,59,0.322929872143026,52,0.314183348165657,59,0.37870699407669,52,0.371584065941463,59,0.393011355600764,52,0.385278192349489,59,0.413922806734762,52,0.406357119990307,59,0.426967587412091,52,0.417761019575841,59,0.0257217625225308,52,0.025541749459668,59,0.0253798397361258,52,0.0251842994731066,59,0.00635996730828493,52,0.00645544698472244,59,0.00629268279637886,52,0.00632385516870076,59,0.0106313339358363,52,0.0106305192378164,59,0.0104197167978944,52,0.0102961138084015,59,0.0278767347184518,52,0.0278202781225841,59,0.0276337618434963,52,0.0275711857631918
,58,0.345601945636881,53,0.338210503331416,58,0.357595275070686,53,0.349735632796124,58,0.322878118909649,53,0.31712515697529,58,0.322154097395343,53,0.315486298603222,58,0.378067250749404,53,0.372980804389316,58,0.392297662015832,53,0.38670234956506,58,0.413264590845427,53,0.407763788512546,58,0.426147104756681,53,0.419254067825201,58,0.0257420866511134,53,0.0255156862450876,58,0.0253602719927723,53,0.0251851894134097,58,0.00636021862006345,53,0.0064461074915642,58,0.00628739470172987,53,0.00630916945348971,58,0.0106493448352825,53,0.0106152414439648,58,0.0103915396209649,53,0.0102786330379183,58,0.0278844800221765,53,0.0278145998264798,58,0.0276328849477597,53,0.0275798829433715
,57,0.34447843921367,54,0.33991234548272,57,0.356373581604821,54,0.351383934741147,57,0.322067689276843,54,0.318457084626932,57,0.321282394753473,54,0.316738577901322,57,0.377404958056625,54,0.374390004376699,57,0.391482972373605,54,0.388046682595811,57,0.412595428106159,54,0.409146910103786,57,0.425297064014959,54,0.420704410110475,57,0.0257577508670157,54,0.0254921603181076,57,0.0253510133921082,54,0.0252138004520277,57,0.00638439862202061,54,0.00643951002104522,57,0.00629185133758518,54,0.00628750929696147,57,0.0106746715788722,54,0.0105736658655707,57,0.0103996684341401,54,0.0102872312752679,57,0.0279040088110552,54,0.0278074473244084,57,0.0276344861938804,54,0.0275990631544419
,56,0.343323425382026,55,0.34163059360781,56,0.355134119199442,55,0.352966218867068,56,0.3212160173975,55,0.319767443228954,56,0.32043501073505,55,0.317902044222768,56,0.376704638524093,55,0.375785791492885,56,0.390663359125646,55,0.389268963227008,56,0.41187661761151,55,0.410466981569508,56,0.424429359244066,55,0.422062565140652,56,0.0257549652038208,55,0.0255075480223887,56,0.0253614074826909,55,0.0252076007897283,56,0.00639073700725683,55,0.00641558338543048,56,0.00629278087723329,55,0.00624490625517462,56,0.0106534969785752,55,0.0105430433921916,56,0.0103892390939125,55,0.0102755758592963,56,0.0279042542311108,55,0.0277966908645314,56,0.0276410970121204,55,0.0275735948945065
,55,0.342080400882121,56,0.343134035153139,55,0.353893720267349,56,0.354597918499823,55,0.320288413318906,56,0.320958836214267,55,0.319519610891099,56,0.319033664082388,55,0.37588550269294,56,0.376979734314389,55,0.389788911568854,56,0.390532982010623,55,0.411025912417329,56,0.411619163052467,55,0.423462818216673,56,0.423419428201226,55,0.0257176629169072,56,0.0255181660140846,55,0.0253508124825085,56,0.0251820803435914,55,0.00638859578437307,56,0.00639812082145373,55,0.00629279692374631,56,0.00624427193167505,55,0.0106055364666366,56,0.0105513251688052,55,0.0103690469671867,56,0.010248653066007,55,0.0278858669832205,56,0.0278047856115543,55,0.0276332071728056,56,0.0275432852134668
,54,0.340785254576111,57,0.344618191010718,54,0.352539501892852,57,0.35605294088283,54,0.319340604938698,57,0.322075987046309,54,0.318574274518288,57,0.320106734321822,54,0.375044981213746,57,0.378069238299852,54,0.388864445889304,57,0.39161381624021,54,0.410155295107545,57,0.41274279910923,54,0.422391354504882,57,0.424620182517595,54,0.025708012025011,57,0.0255432800248297,54,0.0253332724874315,57,0.025203838693961,54,0.0064175851528654,57,0.00638918033469465,54,0.00630930580288633,57,0.00622181134635869,54,0.0106072400320978,57,0.0105485441768568,54,0.0103764237176341,57,0.010251675071018,54,0.0278910178590176,57,0.0278089846799078,54,0.0276305830383578,57,0.0275774451672546
,53,0.33946279790227,58,0.346046332863532,53,0.351162480744108,58,0.357426860645638,53,0.318316204480894,58,0.323155029905862,53,0.317519618628729,58,0.321208979547482,53,0.374158897038888,58,0.379212301719385,53,0.387820904029037,58,0.39263443687619,53,0.409186060810703,58,0.413810645897917,53,0.42125769971108,58,0.42579059555108,53,0.0257144087073662,58,0.0255558793676354,53,0.0253326030430235,58,0.0252199695861743,53,0.00644741114787569,58,0.00635179775617651,53,0.0063302958437714,58,0.00622301643448671,53,0.0106231057373423,58,0.0105529644749914,53,0.0103865052452163,58,0.0102577688567847,53,0.0278851353330783,58,0.0278089977795024,53,0.0276347210245826,58,0.0275778806115216
,52,0.3380542729882,59,0.347392358291562,52,0.349669928536319,59,0.358843497094489,52,0.317246640516684,59,0.324207895263817,52,0.316456671652305,59,0.322282210327413,52,0.373127158846793,59,0.380313324275458,52,0.386754689234581,59,0.393696968954365,52,0.408133939888731,59,0.414786140240724,52,0.4200138855873,59,0.426911048653247,52,0.0257100548069381,59,0.0255476054151036,52,0.0253299107477305,59,0.0252124105585252,52,0.00645161199810524,59,0.00634778588843102,52,0.00632840207977153,59,0.00618742392799013,52,0.0106170508122294,59,0.0105459099891265,52,0.0103699721090092,59,0.0102446349940624,52,0.0278756002590995,59,0.0278127432885126,52,0.0276288868725832,59,0.0275778742416584
,51,0.336579527406164,60,0.34861458772661,51,0.348139763356514,60,0.360113616740303,51,0.316052253203738,60,0.325148158964099,51,0.315332838350143,60,0.323242063148213,51,0.37194427339603,60,0.381230769062366,51,0.385579431117374,60,0.394651009377947,51,0.406965662053528,60,0.415657614488245,51,0.418690979602367,60,0.427872884367379,51,0.0257217462752052,60,0.0255402354541274,51,0.0253309216127968,60,0.0251941451520069,51,0.00647153044881472,60,0.00633772524065087,51,0.00633221500085042,60,0.00616256043080977,51,0.010630920871757,60,0.0105193565044419,51,0.0103546074427337,60,0.0102311488083668,51,0.0278962262192563,60,0.0278114376252546,51,0.0276398015238824,60,0.0275660304546102
,50,0.335057283611593,61,0.349757907838648,50,0.34647954415884,61,0.3613687853454,50,0.314873852780472,61,0.326031862220491,50,0.314096794878765,61,0.324103789058048,50,0.370832291010357,61,0.382071963884831,50,0.384455068104514,61,0.395563133095273,50,0.405779522214287,61,0.41642862736172,50,0.417289037177944,61,0.428787553150872,50,0.0257212622822761,61,0.0255427472495452,50,0.0253462780079238,61,0.0252067383861664,50,0.0064851032650825,61,0.00631492954453897,50,0.00635183291225584,61,0.00616534280969638,50,0.0106443617605462,61,0.0105296956030728,50,0.0103848388552544,61,0.0102635973516825,50,0.0278913244993233,61,0.027812449156695,50,0.0276502520490567,61,0.0275621617571737
,49,0.333509731405446,62,0.350861041582879,49,0.344845360705943,62,0.362531411724079,49,0.313560520867137,62,0.326903748035034,49,0.312826651301344,62,0.324943716082194,49,0.369557570736717,62,0.3828997989158,49,0.383154003435098,62,0.396360549542333,49,0.404477340562532,62,0.417162516429978,49,0.415865285618815,62,0.429632387885861,49,0.0256825003014716,62,0.0255612727515451,49,0.0253398518697626,62,0.0252378843594702,49,0.00649162419208804,62,0.00632818416442818,49,0.00637184199981495,62,0.00617423169931257,49,0.010605721859531,62,0.0106032351449465,49,0.0103912337379226,62,0.0103221675937457,49,0.0278606917809014,62,0.0278315814966501,49,0.02765184503511,62,0.0275916378732337
,48,0.331898115221295,63,0.3519038965322,48,0.343222075018844,63,0.363604309343004,48,0.312235838493718,63,0.327834206319389,48,0.311553747614434,63,0.325833861662566,48,0.368223260566172,63,0.383699210564138,48,0.381814673916585,63,0.397113750553217,48,0.403140036372947,63,0.417877416812967,48,0.414400642017294,63,0.430367617661259,48,0.0256868170798462,63,0.0255454372043614,48,0.0253281817927552,63,0.0252491594018762,48,0.00651765201583024,63,0.00637421136323557,48,0.00637806821223223,63,0.00620209566083929,48,0.0106308012604422,63,0.0106305777172544,48,0.0103803255217744,63,0.0103406746305187,48,0.0278844577456873,63,0.027813228773646,48,0.0276387196413834,63,0.0276077157616917
,47,0.330301782876542,64,0.352949534672499,47,0.34154897525974,64,0.364760119394658,47,0.310857356728283,64,0.328694455578519,47,0.310206626990721,64,0.326695363344887,47,0.366828448688285,64,0.384420184125922,47,0.380402808520969,64,0.398993870728166,47,0.401731965967851,64,0.418513574055034,47,0.412961463894663,64,0.431250678144781,47,0.0257102355460385,64,0.025525569412461,47,0.0252750916998113,64,0.0252168175409279,47,0.00653499954792715,64,0.00638566178199405,47,0.00638399722102935,64,0.00622378881449443,47,0.0106705259250115,64,0.0106404452256042,47,0.0103484523841834,64,0.0103503270500551,47,0.0279123365737879,64,0.0277945100492277,47,0.027598360815526,64,0.02759929821265
,46,0.328711400128914,65,0.355163715337012,46,0.339903568006994,65,0.365895707306309,46,0.309527029917613,65,0.32943093097807,46,0.30885390067694,65,0.327497150948462,46,0.365481861431929,65,0.385031363558046,46,0.378925332357326,65,0.400677217192625,46,0.400338057509261,65,0.419153739454191,46,0.411498416087081,65,0.432139130561123,46,0.0256905074338888,65,0.0255170692958111,46,0.0252867516438917,65,0.025206241942431,46,0.00653746199564076,65,0.00634989893818005,46,0.00639675618807015,65,0.00620803115562086,46,0.0106818988998853,65,0.0106360477821707,46,0.0103672802654011,65,0.0103446529223841,46,0.0278835498903402,65,0.0278017901103806,46,0.0276183758296676,65,0.0275932827058459
,45,0.327173026237681,66,0.35713086968896,45,0.338275266739916,66,0.367003340670824,45,0.30819306844144,66,0.330157411470909,45,0.307544217135457,66,0.328332019244973,45,0.364107672839272,66,0.385617583630829,45,0.377503186699457,66,0.399824079304379,45,0.398983853049554,66,0.419745640238687,45,0.41007026663443,66,0.432947432542814,45,0.025673735605779,66,0.0255414394180045,45,0.0253232692237739,66,0.0252065077227398,45,0.0065350172047668,66,0.00633783828936087,45,0.0064126277121323,66,0.00619531327747962,45,0.010670742782455,66,0.0106452762452825,45,0.0104070211368127,66,0.0103502860389613,45,0.027864022630461,66,0.0278084699190363,45,0.027626331347853,66,0.0275859136087741
,44,0.325652831248951,67,0.357006531896792,44,0.336649367178829,67,0.368111134230708,44,0.306859535677022,67,0.330885992419781,44,0.306231219229673,67,0.329156147105403,44,0.362754767171168,67,0.386192726018125,44,0.376091724715944,67,0.400522799426293,44,0.397615229670658,67,0.420358618617779,44,0.40866682254391,67,0.433957449800601,44,0.0256862367248553,67,0.0255490078808386,44,0.0253193933343533,67,0.0252019013379942,44,0.00654616079962656,67,0.00632362142782915,44,0.00641516836681672,67,0.00618024767222423,44,0.0106599087735372,67,0.0106383192536746,44,0.0103978387996906,67,0.0103453666433437,44,0.0278816125026147,67,0.0277958840455703,44,0.0276373161091147,67,0.0275645087151248
,43,0.324156237315968,68,0.357774057398337,43,0.335120294025811,68,0.369407741416856,43,0.30554922416969,68,0.331776122760942,43,0.304984251837806,68,0.329965189835394,43,0.361415709586204,68,0.386763783240727,43,0.374747494438847,68,0.40126854020891,43,0.396283325520271,68,0.420943358018946,43,0.407319924940978,68,0.434871529389968,43,0.0257037789271654,68,0.0255140325004063,43,0.0252803979968958,68,0.0252347011728505,43,0.00657647170443169,68,0.00631845431117664,43,0.00641573048078862,68,0.00616956446021081,43,0.0106895508404925,68,0.0106128528735222,43,0.0103860536686436,68,0.0103500413097362,43,0.0279050653250938,68,0.0277639121522962,43,0.0276261538638806,68,0.0275651551745448
,42,0.322650715967369,69,0.358709159839549,42,0.333573643268243,69,0.371034709981276,42,0.304328571043318,69,0.332592968387905,42,0.303748525412061,69,0.330823496094223,42,0.360156386784249,69,0.387377678913423,42,0.373418841091582,69,0.4022397727816,42,0.395025251793537,69,0.421920304488004,42,0.405988758583451,69,0.435625580858073,42,0.025695501456398,69,0.0255218326374949,42,0.0252629587469695,69,0.0252298100523755,42,0.0066013027674583,69,0.00632344706553955,42,0.00642842589588993,69,0.00618067356844402,42,0.0107102375904298,69,0.010619001840778,42,0.0103783865945,69,0.0103258129774279,42,0.0279125384429152,69,0.0277787848603152,42,0.0276377543668998,69,0.0275863164209651
,41,0.32116635858526,70,0.35977396271286,41,0.332057007117093,70,0.371747897800155,41,0.303098151271064,70,0.333282800205023,41,0.302514627971052,70,0.331541570677198,41,0.358882801470901,70,0.38805553409503,41,0.372079277056447,70,0.403182056552496,41,0.393743160741276,70,0.422901055532354,41,0.40464344049888,70,0.436216614311881,41,0.025664060866638,70,0.0255656242636345,41,0.0252619348231875,70,0.0252382173691231,41,0.0065930665598176,70,0.00630029075860402,41,0.00644348107566013,70,0.00617425619313984,41,0.0107051017850144,70,0.0106326097568187,41,0.0103903519612305,70,0.0103152017397545,41,0.0278814703688359,70,0.0278087221426877,41,0.0276440931092556,70,0.0275837179529648
,40,0.319743426263561,71,0.360816039898877,40,0.33063353189477,71,0.371271197014851,40,0.301864505720886,71,0.334053438259422,40,0.301337840728233,71,0.332320951254528,40,0.3576100746091,71,0.388731902766294,40,0.370880640306272,71,0.403965474701019,40,0.392513722092449,71,0.423448581075517,40,0.403420527281166,71,0.43679236138897,40,0.0256619238379703,71,0.0255507587307841,40,0.0252571356313422,71,0.0252632085153155,40,0.00659141011349958,71,0.00630830262990285,40,0.00645686903448809,71,0.00616649928093046,40,0.0107211233911722,71,0.010632052550402,40,0.0104031132335658,71,0.0103346059222195,40,0.0278851425374306,71,0.0278076968841264,40,0.027647006421588,71,0.0275988897617162
,39,0.318324132379304,72,0.361805134846434,39,0.329114000617614,72,0.369653301937206,39,0.300677582749834,72,0.334865629001551,39,0.300135175345681,72,0.333112332857684,39,0.356437706948694,72,0.389449023139074,39,0.369588360037615,72,0.404576143945493,39,0.391343700752493,72,0.424154003285401,39,0.402098246256557,72,0.437448274430175,39,0.0256756928970786,72,0.025553942502535,39,0.0252369477895139,72,0.025264116248308,39,0.00661616731000983,72,0.00631506821941726,39,0.006456022331412,72,0.00616636253427202,39,0.0107288886313428,72,0.0106356765640264,39,0.0103957179857899,72,0.0103403813713274,39,0.027899432525709,72,0.0278024974430807,39,0.0276206806870448,72,0.0275903156586238
,38,0.316873886266493,73,0.362791048057126,38,0.327667013907395,73,0.364999085967373,38,0.299492111846195,73,0.33570320725111,38,0.298949676386543,73,0.333969988817148,38,0.355248802073999,73,0.390166551101728,38,0.368316445737408,73,0.405129638251038,38,0.390108757890007,73,0.424862580658932,38,0.400757816259837,73,0.43810949242809,38,0.0256508348401659,73,0.0255708046046903,38,0.0252458567248982,73,0.0252433958212724,38,0.00660715748471183,73,0.00631512567895158,38,0.00645218106389434,73,0.00615902155832689,38,0.0107235612654741,73,0.0106458727946303,38,0.0104278696516125,73,0.0103240898288819,38,0.0279019136625216,73,0.0277961010829852,38,0.0276337200909831,73,0.0275660213921668
,37,0.315431577805187,74,0.363773955789161,37,0.326188253574566,74,0.358036473978042,37,0.298327189645668,74,0.33659291474494,37,0.297770378704843,74,0.334759117474354,37,0.354061263055022,74,0.390914793096116,37,0.367061636793125,74,0.405737611521182,37,0.388940429075408,74,0.425579050437824,37,0.399431661936492,74,0.438776360832663,37,0.0256827166008596,74,0.0255604416133359,37,0.0252483694822487,74,0.025266729493823,37,0.00660039066218835,74,0.00632576424099086,37,0.00644876022674181,74,0.00614098040193302,37,0.0107404435381526,74,0.0106440117729373,37,0.0104168204290536,74,0.0103020010949732,37,0.0278981502877626,74,0.0278047289123021,37,0.0276405907531058,74,0.0275563837424332
,36,0.31406245714801,75,0.364808800740326,36,0.324730291771184,75,0.352410392581458,36,0.297117909929104,75,0.337397540687537,36,0.296589564624678,75,0.335553815342015,36,0.352862287579963,75,0.391598904039668,36,0.365843292115934,75,0.406439801434924,36,0.387734494277016,75,0.426222568632682,36,0.398060122469863,75,0.439495356878003,36,0.0256449608835138,75,0.0255662259536055,36,0.0252706721683648,75,0.0252914771462755,36,0.00661662750840709,75,0.00631376507384052,36,0.006434511642712,75,0.00615641979732429,36,0.0107177479085347,75,0.0106280118728289,36,0.010441835243397,75,0.0102954313773675,36,0.0278811363027616,75,0.0278011578654666,36,0.0276718793600548,75,0.0275673034231948
,35,0.312682713407781,76,0.365804138393348,35,0.323272410821362,76,0.356491257876472,35,0.295895854721578,76,0.338201340254223,35,0.295393040591194,76,0.33633952792276,35,0.351630973435836,76,0.392245144478377,35,0.364655172229522,76,0.407180709527719,35,0.386521520779638,76,0.426792595128988,35,0.396744219281873,76,0.44035509619995,35,0.0256278274016034,76,0.0255593224675444,35,0.0252597646095563,76,0.0253127964426134,35,0.0066251585801488,76,0.00631036352325651,35,0.00646647059355745,76,0.00615797978745327,35,0.0107226986804056,76,0.0105997982921732,35,0.0104520168909458,76,0.0103164419437092,35,0.0279206534160604,76,0.0277844259398041,35,0.0276392789509255,76,0.0275946254575679
,34,0.311327145925519,77,0.36689087709849,34,0.321847257322548,77,0.3660337456009,34,0.294743148707946,77,0.339027479434648,34,0.294226815494701,77,0.337114158449816,34,0.350449724419865,77,0.393027998178088,34,0.363352731752352,77,0.40788366831011,34,0.385260393610859,77,0.427380253605715,34,0.395449200942379,77,0.441111259065816,34,0.0256285246639347,77,0.0255440847648571,34,0.025232837393276,77,0.0252995123142198,34,0.0066337606001827,77,0.00631619631225092,34,0.00647785572389686,77,0.00612948980250071,34,0.0107324573650964,77,0.0105871121854404,34,0.0104253771228258,77,0.0103130822338132,34,0.0279064417983378,77,0.0277813536724387,34,0.0276364405625078,77,0.0275903057487887
,33,0.309975277847091,78,0.368089164348341,33,0.320438191227158,78,0.368991918419891,33,0.293557101782194,78,0.339854184390384,33,0.293042079478281,78,0.338001735384956,33,0.349245247391442,78,0.393932977550561,33,0.362043019996353,78,0.408701186664064,33,0.38401930753462,78,0.427960565878844,33,0.394060396380503,78,0.441928786682351,33,0.0256174279508407,78,0.0255435010387967,33,0.0252281123113754,78,0.0252985620623546,33,0.00662542872221136,78,0.00631232449027502,33,0.00647346326648944,78,0.00612728046450451,33,0.0107200908562748,78,0.0105940315416266,33,0.0104153379301236,78,0.0103000876979699,33,0.027881815158522,78,0.0277757716233318,33,0.0276319387690733,78,0.0275908948114324
,32,0.308657421031179,79,0.369341231815931,32,0.319101370061285,79,0.368239364023715,32,0.292384598956789,79,0.340715518166765,32,0.291872686458624,79,0.338898084013153,32,0.348031524634157,79,0.394704986307367,32,0.360751159211729,79,0.409688559516406,32,0.382747189960033,79,0.428562265007928,32,0.392708165914537,79,0.442800381697511,32,0.0256298280914451,79,0.0255638775119423,32,0.0252201670250195,79,0.0253118449372176,32,0.0066473722053756,79,0.00632126627439834,32,0.00647931752355044,79,0.0061265830608827,32,0.010723938865637,79,0.0106040684738651,32,0.0104191598137587,79,0.0102924630365961,32,0.0279084221652823,79,0.0277847271357229,32,0.0276120202508675,79,0.0275836265873213
,31,0.307302057309653,80,0.370688698238908,31,0.317745414160361,80,0.368226132219081,31,0.291222518503887,80,0.341560511508583,31,0.290725629883503,80,0.339600919554116,31,0.346798797858706,80,0.395399730037728,31,0.359493620927009,80,0.410753196120066,31,0.381508762895765,80,0.429364641789178,31,0.391365871674539,80,0.443648506370718,31,0.0256117765319795,80,0.0255765014197505,31,0.025239382777297,80,0.0253305862972786,31,0.00665436493981189,80,0.00632192392904248,31,0.00647968636111179,80,0.00613248091949798,31,0.0107090736972899,80,0.0106019058842076,31,0.0104600752726109,80,0.0102919538943745,31,0.0278904130619544,80,0.0277973545854328,31,0.0276308689074122,80,0.0275925649739604
,30,0.305989877483984,81,0.371959919904043,30,0.31642469082102,81,0.36886322529715,30,0.290082220424301,81,0.342453680123025,30,0.289553916196307,81,0.340432900562842,30,0.345582052179835,81,0.396111555769583,30,0.358256679326937,81,0.411434351291302,30,0.380231987693216,81,0.430169452360966,30,0.390080209063862,81,0.444469922007446,30,0.0255977373285997,81,0.0255643698346271,30,0.0252466512151873,81,0.0253144661719348,30,0.00665342047398456,81,0.00629304082830979,30,0.00650565544490144,81,0.0061243144735906,30,0.0107134295225888,81,0.0105864882972078,30,0.0104689423150394,81,0.0102869948870641,30,0.0278862111676831,81,0.0277809687122216,30,0.027666448950027,81,0.0276028500958985
,29,0.304665167494815,82,0.373018785125899,29,0.315041487992037,82,0.369388024440568,29,0.288933778805779,82,0.343329909679797,29,0.288387970023399,82,0.341186168185568,29,0.344353410570399,82,0.396758042951714,29,0.356981633664861,82,0.412078035089109,29,0.37893176383532,82,0.430833671636894,29,0.388635242997346,82,0.445322715174482,29,0.0256122049449195,82,0.025560351142048,29,0.025222969707406,82,0.0253075665571849,29,0.00666270996180001,82,0.0062653613304583,29,0.00649899602395675,82,0.00612020946371852,29,0.0107330736385578,82,0.0105736249776343,29,0.0104338780392495,82,0.0102677781764949,29,0.0278815660510493,82,0.0277718104087392,29,0.0276085533390794,82,0.0275939661922224
