	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	gi	file_name	Sample	bg in mM	[Buffer] in mM	Monovalent Ion	Concentration	Concentration Unit	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm
391	8	116 mM NaCl	260.0	21.0	90.0	2	Heating	392	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
392	9	66 mM NaCl	260.0	90.0	21.0	1	Cooling	393	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
393	10	66 mM NaCl	260.0	21.0	90.0	1	Heating	394	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM	327.06717116082154	2.4093526532642784	-108796.4379998685	6570.059210321519	0.0059654876543041475	0.000256622262011938	-1.363350860471881	0.07819463687587974	0.008048202070412859	0.00010528047316982745	-2.0555460181416882	0.03872007657443813	-332.6424893508264	22.538221272604385			
394	11	66 mM NaCl	260.0	90.0	21.0	2	Cooling	395	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
395	12	66 mM NaCl	260.0	21.0	90.0	2	Heating	396	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
396	13	41 mM NaCl	260.0	90.0	21.0	1	Cooling	397	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM															339.20999923701976	0.006533504451567206	0.0
397	14	41 mM NaCl	260.0	21.0	90.0	1	Heating	398	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
398	15	41 mM NaCl	260.0	90.0	21.0	2	Cooling	399	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
399	16	41 mM NaCl	260.0	21.0	90.0	2	Heating	400	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
400	17	516 mM NaCl	400.0	90.0	21.0	1	Cooling	401	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
401	18	516 mM NaCl	400.0	21.0	90.0	1	Heating	402	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
402	19	516 mM NaCl	400.0	90.0	21.0	2	Cooling	403	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
403	20	516 mM NaCl	400.0	21.0	90.0	2	Heating	404	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
404	21	116 mM NaCl	400.0	90.0	21.0	1	Cooling	405	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
405	22	116 mM NaCl	400.0	21.0	90.0	1	Heating	406	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
406	23	116 mM NaCl	400.0	90.0	21.0	2	Cooling	407	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
407	24	116 mM NaCl	400.0	21.0	90.0	2	Heating	408	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
408	25	66 mM NaCl	400.0	90.0	21.0	1	Cooling	409	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
409	26	66 mM NaCl	400.0	21.0	90.0	1	Heating	410	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
410	27	66 mM NaCl	400.0	90.0	21.0	2	Cooling	411	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
411	28	66 mM NaCl	400.0	21.0	90.0	2	Heating	412	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
412	29	41 mM NaCl	400.0	90.0	21.0	1	Cooling	413	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
413	30	41 mM NaCl	400.0	21.0	90.0	1	Heating	414	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
414	31	41 mM NaCl	400.0	90.0	21.0	2	Cooling	415	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
415	32	41 mM NaCl	400.0	21.0	90.0	2	Heating	416	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
416	1	26 mM NaCl	260.0	90.0	21.0	1	Cooling	417	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
417	2	26 mM NaCl	260.0	21.0	90.0	1	Heating	418	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
418	3	26 mM NaCl	260.0	90.0	21.0	2	Cooling	419	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
419	4	26 mM NaCl	260.0	21.0	90.0	2	Heating	420	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
420	5	21 mM NaCl	260.0	90.0	21.0	1	Cooling	421	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
421	6	21 mM NaCl	260.0	21.0	90.0	1	Heating	422	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
422	7	21 mM NaCl	260.0	90.0	21.0	2	Cooling	423	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
423	8	21 mM NaCl	260.0	21.0	90.0	2	Heating	424	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
424	9	17 mM NaCl	260.0	90.0	21.0	1	Cooling	425	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
425	10	17 mM NaCl	260.0	21.0	90.0	1	Heating	426	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
426	11	17 mM NaCl	260.0	90.0	21.0	2	Cooling	427	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
427	12	17 mM NaCl	260.0	21.0	90.0	2	Heating	428	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
428	13	8.3 mM NaCl	260.0	90.0	21.0	1	Cooling	429	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
429	14	8.3 mM NaCl	260.0	21.0	90.0	1	Heating	430	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
430	15	8.3 mM NaCl	260.0	90.0	21.0	2	Cooling	431	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
431	16	8.3 mM NaCl	260.0	21.0	90.0	2	Heating	432	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
432	17	26 mM NaCl	400.0	90.0	21.0	1	Cooling	433	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
433	18	26 mM NaCl	400.0	21.0	90.0	1	Heating	434	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
434	19	26 mM NaCl	400.0	90.0	21.0	2	Cooling	435	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
435	20	26 mM NaCl	400.0	21.0	90.0	2	Heating	436	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
436	21	21 mM NaCl	400.0	90.0	21.0	1	Cooling	437	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
437	22	21 mM NaCl	400.0	21.0	90.0	1	Heating	438	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
438	23	21 mM NaCl	400.0	90.0	21.0	2	Cooling	439	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
439	24	21 mM NaCl	400.0	21.0	90.0	2	Heating	440	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
440	25	17 mM NaCl	400.0	90.0	21.0	1	Cooling	441	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
441	26	17 mM NaCl	400.0	21.0	90.0	1	Heating	442	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
442	27	17 mM NaCl	400.0	90.0	21.0	2	Cooling	443	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
443	28	17 mM NaCl	400.0	21.0	90.0	2	Heating	444	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
444	29	8.3 mM NaCl	400.0	90.0	21.0	1	Cooling	445	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
445	30	8.3 mM NaCl	400.0	21.0	90.0	1	Heating	446	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
446	31	8.3 mM NaCl	400.0	90.0	21.0	2	Cooling	447	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
447	32	8.3 mM NaCl	400.0	21.0	90.0	2	Heating	448	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
448	1	4.15 mM NaCl	260.0	90.0	21.0	1	Cooling	449	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
449	2	4.15 mM NaCl	260.0	21.0	90.0	1	Heating	450	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
450	3	4.15 mM NaCl	260.0	90.0	21.0	2	Cooling	451	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
451	4	4.15 mM NaCl	260.0	21.0	90.0	2	Heating	452	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
452	5	1.66 mM NaCl	260.0	90.0	21.0	1	Cooling	453	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
453	6	1.66 mM NaCl	260.0	21.0	90.0	1	Heating	454	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
454	7	1.66 mM NaCl	260.0	90.0	21.0	2	Cooling	455	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
455	8	1.66 mM NaCl	260.0	21.0	90.0	2	Heating	456	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
456	9	0.8 mM NaCl	260.0	90.0	21.0	1	Cooling	457	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
457	10	0.8 mM NaCl	260.0	21.0	90.0	1	Heating	458	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
458	11	0.8 mM NaCl	260.0	90.0	21.0	2	Cooling	459	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
459	12	0.8 mM NaCl	260.0	21.0	90.0	2	Heating	460	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
460	13	0.08 mM NaCl	260.0	90.0	21.0	1	Cooling	461	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
461	14	0.08 mM NaCl	260.0	21.0	90.0	1	Heating	462	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
462	15	0.08 mM NaCl	260.0	90.0	21.0	2	Cooling	463	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
463	16	0.08 mM NaCl	260.0	21.0	90.0	2	Heating	464	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
464	17	4.15 mM NaCl	400.0	90.0	21.0	1	Cooling	465	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
465	18	4.15 mM NaCl	400.0	21.0	90.0	1	Heating	466	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
466	19	4.15 mM NaCl	400.0	90.0	21.0	2	Cooling	467	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
467	20	4.15 mM NaCl	400.0	21.0	90.0	2	Heating	468	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
468	21	1.66 mM NaCl	400.0	90.0	21.0	1	Cooling	469	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
469	22	1.66 mM NaCl	400.0	21.0	90.0	1	Heating	470	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
470	23	1.66 mM NaCl	400.0	90.0	21.0	2	Cooling	471	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
471	24	1.66 mM NaCl	400.0	21.0	90.0	2	Heating	472	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
472	25	0.8 mM NaCl	400.0	90.0	21.0	1	Cooling	473	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
473	26	0.8 mM NaCl	400.0	21.0	90.0	1	Heating	474	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
474	27	0.8 mM NaCl	400.0	90.0	21.0	2	Cooling	475	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
475	28	0.8 mM NaCl	400.0	21.0	90.0	2	Heating	476	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
476	29	0.08 mM NaCl	400.0	90.0	21.0	1	Cooling	477	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
477	30	0.08 mM NaCl	400.0	21.0	90.0	1	Heating	478	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
478	31	0.08 mM NaCl	400.0	90.0	21.0	2	Cooling	479	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
479	32	0.08 mM NaCl	400.0	21.0	90.0	2	Heating	480	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
480	1	10 mM EDTA	260.0	90.0	21.0	1	Cooling	481	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
481	2	10 mM EDTA	260.0	21.0	90.0	1	Heating	482	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
482	3	10 mM EDTA	260.0	90.0	21.0	2	Cooling	483	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
483	4	10 mM EDTA	260.0	21.0	90.0	2	Heating	484	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
484	5	5 mM EDTA	260.0	90.0	21.0	1	Cooling	485	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
485	6	5 mM EDTA	260.0	21.0	90.0	1	Heating	486	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
486	7	5 mM EDTA	260.0	90.0	21.0	2	Cooling	487	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
487	8	5 mM EDTA	260.0	21.0	90.0	2	Heating	488	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
488	9	1 mM EDTA	260.0	90.0	21.0	1	Cooling	489	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
489	10	1 mM EDTA	260.0	21.0	90.0	1	Heating	490	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
490	11	1 mM EDTA	260.0	90.0	21.0	2	Cooling	491	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
491	12	1 mM EDTA	260.0	21.0	90.0	2	Heating	492	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
492	13	0 mM EDTA	260.0	90.0	21.0	1	Cooling	493	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
493	14	0 mM EDTA	260.0	21.0	90.0	1	Heating	494	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
494	15	0 mM EDTA	260.0	90.0	21.0	2	Cooling	495	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
495	16	0 mM EDTA	260.0	21.0	90.0	2	Heating	496	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
496	17	10 mM EDTA	400.0	90.0	21.0	1	Cooling	497	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
497	18	10 mM EDTA	400.0	21.0	90.0	1	Heating	498	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
498	19	10 mM EDTA	400.0	90.0	21.0	2	Cooling	499	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
499	20	10 mM EDTA	400.0	21.0	90.0	2	Heating	500	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
500	21	5 mM EDTA	400.0	90.0	21.0	1	Cooling	501	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
501	22	5 mM EDTA	400.0	21.0	90.0	1	Heating	502	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
502	23	5 mM EDTA	400.0	90.0	21.0	2	Cooling	503	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
503	24	5 mM EDTA	400.0	21.0	90.0	2	Heating	504	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
504	25	1 mM EDTA	400.0	90.0	21.0	1	Cooling	505	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
505	26	1 mM EDTA	400.0	21.0	90.0	1	Heating	506	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
506	27	1 mM EDTA	400.0	90.0	21.0	2	Cooling	507	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
507	28	1 mM EDTA	400.0	21.0	90.0	2	Heating	508	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
508	29	0 mM EDTA	400.0	90.0	21.0	1	Cooling	509	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
509	30	0 mM EDTA	400.0	21.0	90.0	1	Heating	510	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
510	31	0 mM EDTA	400.0	90.0	21.0	2	Cooling	511	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
511	32	0 mM EDTA	400.0	21.0	90.0	2	Heating	512	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
512	1	1 mM EDTA1	260.0	90.0	21.0	1	Cooling	513	2023-11-09_RNA_melting_H2O.csv																							
513	2	1 mM EDTA1	260.0	21.0	90.0	1	Heating	514	2023-11-09_RNA_melting_H2O.csv																							
514	3	1 mM EDTA1	260.0	90.0	21.0	2	Cooling	515	2023-11-09_RNA_melting_H2O.csv																							
515	4	1 mM EDTA1	260.0	21.0	90.0	2	Heating	516	2023-11-09_RNA_melting_H2O.csv																							
516	5	1 mM EDTA2	260.0	90.0	21.0	1	Cooling	517	2023-11-09_RNA_melting_H2O.csv																							
517	6	1 mM EDTA2	260.0	21.0	90.0	1	Heating	518	2023-11-09_RNA_melting_H2O.csv																							
518	7	1 mM EDTA2	260.0	90.0	21.0	2	Cooling	519	2023-11-09_RNA_melting_H2O.csv																							
519	8	1 mM EDTA2	260.0	21.0	90.0	2	Heating	520	2023-11-09_RNA_melting_H2O.csv																							
520	9	0 mM EDTA1	260.0	90.0	21.0	1	Cooling	521	2023-11-09_RNA_melting_H2O.csv																							
521	10	0 mM EDTA1	260.0	21.0	90.0	1	Heating	522	2023-11-09_RNA_melting_H2O.csv																							
522	11	0 mM EDTA1	260.0	90.0	21.0	2	Cooling	523	2023-11-09_RNA_melting_H2O.csv																							
523	12	0 mM EDTA1	260.0	21.0	90.0	2	Heating	524	2023-11-09_RNA_melting_H2O.csv																							
524	13	0 mM EDTA2	260.0	90.0	21.0	1	Cooling	525	2023-11-09_RNA_melting_H2O.csv																							
525	14	0 mM EDTA2	260.0	21.0	90.0	1	Heating	526	2023-11-09_RNA_melting_H2O.csv																							
526	15	0 mM EDTA2	260.0	90.0	21.0	2	Cooling	527	2023-11-09_RNA_melting_H2O.csv																							
527	16	0 mM EDTA2	260.0	21.0	90.0	2	Heating	528	2023-11-09_RNA_melting_H2O.csv																							
528	17	1 mM EDTA1	400.0	90.0	21.0	1	Cooling	529	2023-11-09_RNA_melting_H2O.csv																							
529	18	1 mM EDTA1	400.0	21.0	90.0	1	Heating	530	2023-11-09_RNA_melting_H2O.csv																							
530	19	1 mM EDTA1	400.0	90.0	21.0	2	Cooling	531	2023-11-09_RNA_melting_H2O.csv																							
531	20	1 mM EDTA1	400.0	21.0	90.0	2	Heating	532	2023-11-09_RNA_melting_H2O.csv																							
532	21	1 mM EDTA2	400.0	90.0	21.0	1	Cooling	533	2023-11-09_RNA_melting_H2O.csv																							
533	22	1 mM EDTA2	400.0	21.0	90.0	1	Heating	534	2023-11-09_RNA_melting_H2O.csv																							
534	23	1 mM EDTA2	400.0	90.0	21.0	2	Cooling	535	2023-11-09_RNA_melting_H2O.csv																							
535	24	1 mM EDTA2	400.0	21.0	90.0	2	Heating	536	2023-11-09_RNA_melting_H2O.csv																							
536	25	0 mM EDTA1	400.0	90.0	21.0	1	Cooling	537	2023-11-09_RNA_melting_H2O.csv																							
537	26	0 mM EDTA1	400.0	21.0	90.0	1	Heating	538	2023-11-09_RNA_melting_H2O.csv																							
538	27	0 mM EDTA1	400.0	90.0	21.0	2	Cooling	539	2023-11-09_RNA_melting_H2O.csv																							
539	28	0 mM EDTA1	400.0	21.0	90.0	2	Heating	540	2023-11-09_RNA_melting_H2O.csv																							
540	29	0 mM EDTA2	400.0	90.0	21.0	1	Cooling	541	2023-11-09_RNA_melting_H2O.csv																							
541	30	0 mM EDTA2	400.0	21.0	90.0	1	Heating	542	2023-11-09_RNA_melting_H2O.csv																							
542	31	0 mM EDTA2	400.0	90.0	21.0	2	Cooling	543	2023-11-09_RNA_melting_H2O.csv																							
543	32	0 mM EDTA2	400.0	21.0	90.0	2	Heating	544	2023-11-09_RNA_melting_H2O.csv																							
544	1	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	545	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
545	2	10 mM MgCl2	260.0	21.0	90.0	1	Heating	546	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
546	3	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	547	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
547	4	10 mM MgCl2	260.0	21.0	90.0	2	Heating	548	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
548	5	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	549	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
549	6	5 mM MgCl2	260.0	21.0	90.0	1	Heating	550	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
550	7	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	551	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
551	8	5 mM MgCl2	260.0	21.0	90.0	2	Heating	552	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
552	9	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	553	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
553	10	1 mM MgCl2	260.0	21.0	90.0	1	Heating	554	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
554	11	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	555	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
555	12	1 mM MgCl2	260.0	21.0	90.0	2	Heating	556	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
556	13	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	557	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
557	14	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	558	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
558	15	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	559	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
559	16	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	560	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
560	17	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	561	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
561	18	10 mM MgCl2	400.0	21.0	90.0	1	Heating	562	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
562	19	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	563	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
