	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	Sample	bg in mM	[Buffer] in mM	Divalent Ion	Monovalent Ion	gi	file_name	Concentration	Concentration Unit	Ion	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
1003	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1004	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
1004	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1005	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1005	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1006	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1006	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1007	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1007	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1008	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1008	17	100 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1009	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
1009	18	100 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1010	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
1010	19	100 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1011	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
1011	20	100 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1012	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	100.0	mM	MgCl2																	
1012	21	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1013	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
1013	22	50 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1014	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
1014	23	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1015	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
1015	24	50 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1016	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	50.0	mM	MgCl2																	
1016	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1017	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
1017	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1018	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
1018	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1019	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
1019	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1020	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	25.0	mM	MgCl2																	
1020	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1021	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1021	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1022	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1022	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	K(I)	1023	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1023	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	K(I)	1024	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv	10.0	mM	MgCl2																	
1024	1	10 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1025	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1025	2	10 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1026	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1026	3	10 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1027	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1027	4	10 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1028	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1028	5	5 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1029	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1029	6	5 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1030	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1030	7	5 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1031	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1031	8	5 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1032	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1032	9	1 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1033	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1033	10	1 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1034	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1034	11	1 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1035	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1035	12	1 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1036	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1036	13	0.1 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1037	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1037	14	0.1 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1038	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1038	15	0.1 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1039	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1039	16	0.1 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1040	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1040	17	10 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1041	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1041	18	10 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1042	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1042	19	10 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1043	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1043	20	10 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1044	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	10.0	mM	CaCl2																	
1044	21	5 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1045	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1045	22	5 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1046	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1046	23	5 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1047	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1047	24	5 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1048	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	5.0	mM	CaCl2																	
1048	25	1 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1049	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1049	26	1 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1050	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1050	27	1 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1051	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1051	28	1 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1052	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	1.0	mM	CaCl2																	
1052	29	0.1 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1053	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1053	30	0.1 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1054	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1054	31	0.1 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1055	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1055	32	0.1 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1056	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv	0.1	mM	CaCl2																	
1056	1	500 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1057	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1057	2	500 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1058	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1058	3	500 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1059	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1059	4	500 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1060	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1060	5	100 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1061	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1061	6	100 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1062	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1062	7	100 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1063	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1063	8	100 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1064	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1064	9	50 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1065	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1065	10	50 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1066	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1066	11	50 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1067	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1067	12	50 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1068	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1068	13	25 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1069	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1069	14	25 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1070	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1070	15	25 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1071	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1071	16	25 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1072	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1072	17	500 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1073	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1073	18	500 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1074	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1074	19	500 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1075	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1075	20	500 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1076	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	500.0	mM	CaCl2																	
1076	21	100 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1077	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1077	22	100 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1078	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1078	23	100 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1079	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1079	24	100 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1080	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	100.0	mM	CaCl2																	
1080	25	50 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1081	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1081	26	50 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1082	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1082	27	50 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1083	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1083	28	50 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1084	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	50.0	mM	CaCl2																	
1084	29	25 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1085	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1085	30	25 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1086	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1086	31	25 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Ca(II)	K(I)	1087	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1087	32	25 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Ca(II)	K(I)	1088	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv	25.0	mM	CaCl2																	
1088	1	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1089	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1089	2	10 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1090	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1090	3	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1091	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1091	4	10 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1092	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1092	5	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1093	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1093	6	5 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1094	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1094	7	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1095	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1095	8	5 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1096	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1096	9	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1097	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1097	10	1 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1098	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1098	11	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1099	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1099	12	1 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1100	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1100	13	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1101	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1101	14	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1102	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1102	15	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1103	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1103	16	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1104	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1104	17	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1105	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1105	18	10 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1106	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1106	19	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1107	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1107	20	10 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1108	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	10.0	mM	MgCl2																	
1108	21	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1109	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1109	22	5 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1110	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1110	23	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1111	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1111	24	5 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1112	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	5.0	mM	MgCl2																	
1112	25	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1113	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1113	26	1 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1114	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1114	27	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1115	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1115	28	1 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1116	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	1.0	mM	MgCl2																	
1116	29	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1117	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1117	30	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1118	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1118	31	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1119	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1119	32	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1120	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv	0.1	mM	MgCl2																	
1120	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1121	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1121	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1122	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1122	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1123	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1123	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1124	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	500.0	mM	MgCl2																	
1124	5	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1125	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
1125	6	100 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1126	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
1126	7	100 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	16.0	20.0	Mg(II)	Na(I)	1127	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
1127	8	100 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	16.0	20.0	Mg(II)	Na(I)	1128	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv	100.0	mM	MgCl2																	
