CSV Report,2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,500 mM CaCl2_260.00nm_90.0-21.0C,,500 mM CaCl2_260.00nm_21.0-90.0C,,500 mM CaCl2_260.00nm_90.0-21.0C_R1,,500 mM CaCl2_260.00nm_21.0-90.0C_R1,,100 mM CaCl2_260.00nm_90.0-21.0C,,100 mM CaCl2_260.00nm_21.0-90.0C,,100 mM CaCl2_260.00nm_90.0-21.0C_R1,,100 mM CaCl2_260.00nm_21.0-90.0C_R1,,50 mM CaCl2_260.00nm_90.0-21.0C,,50 mM CaCl2_260.00nm_21.0-90.0C,,50 mM CaCl2_260.00nm_90.0-21.0C_R1,,50 mM CaCl2_260.00nm_21.0-90.0C_R1,,25 mM CaCl2_260.00nm_90.0-21.0C,,25 mM CaCl2_260.00nm_21.0-90.0C,,25 mM CaCl2_260.00nm_90.0-21.0C_R1,,25 mM CaCl2_260.00nm_21.0-90.0C_R1,,500 mM CaCl2_400.00nm_90.0-21.0C,,500 mM CaCl2_400.00nm_21.0-90.0C,,500 mM CaCl2_400.00nm_90.0-21.0C_R1,,500 mM CaCl2_400.00nm_21.0-90.0C_R1,,100 mM CaCl2_400.00nm_90.0-21.0C,,100 mM CaCl2_400.00nm_21.0-90.0C,,100 mM CaCl2_400.00nm_90.0-21.0C_R1,,100 mM CaCl2_400.00nm_21.0-90.0C_R1,,50 mM CaCl2_400.00nm_90.0-21.0C,,50 mM CaCl2_400.00nm_21.0-90.0C,,50 mM CaCl2_400.00nm_90.0-21.0C_R1,,50 mM CaCl2_400.00nm_21.0-90.0C_R1,,25 mM CaCl2_400.00nm_90.0-21.0C,,25 mM CaCl2_400.00nm_21.0-90.0C,,25 mM CaCl2_400.00nm_90.0-21.0C_R1,,25 mM CaCl2_400.00nm_21.0-90.0C_R1,
,86,0.346711729083107,25,0.327682749645855,86,0.390712582375778,25,0.372897594638129,86,0.268537250367057,25,0.256412196538375,86,0.321950956801505,25,0.283932796562902,86,0.276769886463563,25,0.257987887193873,86,0.322735193831257,25,0.283711846397494,86,0.301114391647872,25,0.28019623955611,86,0.342863209413056,25,0.303139679158787,86,0.0399057726506709,25,0.024102348758111,86,0.0231882969928797,25,0.0230694507459021,86,0.0454309478322256,25,0.0167550847507526,86,0.00485432758100347,25,0.00478743175840902,86,0.0473425968625439,25,0.018650979633197,86,0.00576494381932383,25,0.00557114398180542,86,0.0662780909659914,25,0.036331075806725,86,0.0241600139553887,25,0.0238779146064266
,85,0.351135002215738,26,0.328128211741717,85,0.390969729674514,26,0.373321582552158,85,0.270951265669976,26,0.257354246599175,85,0.321916934571836,26,0.284605592688333,85,0.276919261380578,26,0.258589608371521,85,0.322798445724845,26,0.284389838846291,85,0.300445900727145,26,0.281068371438961,85,0.343359122727453,26,0.303592701801266,85,0.0353376475148163,26,0.024068193898394,85,0.023192105663992,26,0.0230871093786346,85,0.0409064689912564,26,0.0168454207446798,85,0.00483949162305712,26,0.00477938373162664,85,0.0440382350505596,26,0.0186499457374424,85,0.00574702390520827,26,0.00557019221808079,85,0.062899489497533,26,0.0364249326104597,85,0.0242047050814189,26,0.0238565686325921
,84,0.353820325074544,27,0.329025823327421,84,0.391148840978978,27,0.373761563171043,84,0.272803856626444,27,0.257828204693052,84,0.321823895408516,27,0.285322538646483,84,0.276947259186831,27,0.259184481140514,84,0.322808590892729,27,0.285049209324497,84,0.299794920413109,27,0.280562853498242,84,0.343055819197947,27,0.304164857027122,84,0.0321077187392974,27,0.0240706647757871,84,0.0232002025438386,27,0.0231114256031634,84,0.037258420274911,27,0.0168409277866573,84,0.00483391261039743,27,0.00479125289830214,84,0.04125215235303,27,0.0187382233658649,84,0.00572626365974776,27,0.00559440483101859,84,0.0600581614148575,27,0.0362025470240688,84,0.024029072326906,27,0.0238563321899234
,83,0.356037213191758,28,0.330056638618103,83,0.391299189060976,28,0.374240724823275,83,0.274520388964715,28,0.258246403381126,83,0.321756606137329,28,0.28607911212146,83,0.278645302912467,28,0.259443245707413,83,0.322818592196646,28,0.285773217283843,83,0.299692401140065,28,0.280315984446638,83,0.343550556487044,28,0.304968264695088,83,0.0297889467305217,28,0.0241135973082775,83,0.0232043364429826,28,0.0231300982475642,83,0.0342466796019232,28,0.0168522909212623,83,0.00483254771586998,28,0.00482135176647915,83,0.039373751567748,28,0.0187777612494619,83,0.00569440305055484,28,0.00560508982209747,83,0.0579141058670331,28,0.0360997469413966,83,0.0240163638773293,28,0.0238954587584652
,82,0.357321095014317,29,0.330699343877647,82,0.391433881376364,29,0.374719603941207,82,0.276279264998987,29,0.2587374084536,82,0.321701608995544,29,0.286838456215959,82,0.280911498495578,29,0.259755021352098,82,0.322903527543426,29,0.28652512097653,82,0.299959538457529,29,0.28116810881456,82,0.343770202214811,29,0.305955851968718,82,0.0281793670351874,29,0.0240917602674341,82,0.0232246610548824,29,0.0231276095502003,82,0.0319702517118001,29,0.0168943634254475,82,0.00483974062138687,29,0.00483267528527002,82,0.03809895639239,29,0.0187522634028209,82,0.00568181261435592,29,0.00558054194430127,82,0.0563209099761075,29,0.0362149724746222,82,0.0240138592091249,29,0.0239222026703453
,81,0.358157080970841,30,0.33123685676874,81,0.391503969421745,30,0.375141452439426,81,0.278478038412428,30,0.259354111048061,81,0.32150072770024,30,0.287627315348649,81,0.280879114363337,30,0.260532531436652,81,0.322893184123255,30,0.28728991599876,81,0.300218204499321,30,0.282606754459373,81,0.343490465290429,30,0.306912446223819,81,0.0270516737320311,30,0.0240653497100932,81,0.0232192564294664,30,0.0230932761076858,81,0.0301618717414092,30,0.0169106832427997,81,0.00485175665834187,30,0.00480283168910323,81,0.0362837995750527,30,0.0188066235807146,81,0.00569222310164714,30,0.00556327521234558,81,0.0548912779421411,30,0.0364225193773193,81,0.0240133497399298,30,0.0239265479037808
,80,0.358456799365653,31,0.332112077663054,80,0.391551423750168,31,0.375565771622428,80,0.280365361727898,31,0.259961409746833,80,0.321228430129482,31,0.28844203502943,80,0.280723054419477,31,0.261125603089355,80,0.322796597885366,31,0.288084197795931,80,0.300617339662056,31,0.282304472623198,80,0.344155284334355,31,0.307653455743908,80,0.0263029298539193,31,0.0240947450768758,80,0.0231920276651774,31,0.023062145221611,80,0.0288150925519999,31,0.016881561430294,80,0.00485090241905738,31,0.00478902073350354,80,0.0347921663317373,31,0.0188722527363034,80,0.00568220683475543,31,0.0055472158207002,80,0.0537846016070353,31,0.0362813266540482,80,0.024187063187727,31,0.0239050139392884
,79,0.358940349739215,32,0.33282407410654,79,0.391622269539576,32,0.376031080929344,79,0.281533976352894,32,0.260560490770699,79,0.320930290565439,32,0.289234841744513,79,0.280870628118472,32,0.261413781881467,79,0.322668231633733,32,0.288805347091451,79,0.3008886652048,32,0.282189818374394,79,0.343965153103313,32,0.308418310234267,79,0.0256750194965829,32,0.0240960781847788,79,0.0231885718267683,32,0.0230448805530474,79,0.0276414506643545,32,0.0169085690027825,79,0.0048560120286164,32,0.00479127935835652,79,0.033706042242787,32,0.0188769149545076,79,0.00567034588868112,32,0.00552297858451928,79,0.0529481438791344,32,0.0361701612862358,79,0.0241739796854104,32,0.0238610785845059
,78,0.358884861885079,33,0.333474324968266,78,0.391642439114398,33,0.376489908335609,78,0.282701185684551,33,0.26137696511498,78,0.320591438395413,33,0.290028208514159,78,0.281054342011209,33,0.262072870180064,78,0.322502100286848,33,0.289522164781187,78,0.301102579357595,33,0.283164428144138,78,0.343295324734454,33,0.309403733551768,78,0.0252377733450059,33,0.024107392089764,78,0.0231848637585751,33,0.023058716673665,78,0.0267300324655107,33,0.0170204068677621,78,0.00484581073985239,33,0.00479879835352468,78,0.0328356992856349,33,0.018934434950631,78,0.00565977631732869,33,0.00552359754677434,78,0.0522188595041166,33,0.0362987962671203,78,0.0239615579161542,33,0.0238820005980636
,77,0.358825370326575,34,0.334337033314615,77,0.391583327107729,34,0.376945307118025,77,0.283481668784118,34,0.261957655945847,77,0.320227259589433,34,0.290839687726665,77,0.281367628251654,34,0.262808214544272,77,0.322254180783747,34,0.290222110556831,77,0.301162849880724,34,0.283609266549989,77,0.343457423899808,34,0.310223257207653,77,0.0249594491784844,34,0.0241009775778728,77,0.0231983545217348,34,0.0230777845031561,77,0.0259191781989736,34,0.017039791623017,77,0.00484611496982917,34,0.0048011981092218,77,0.0320673951916829,34,0.0189681120759448,77,0.00566603348619804,34,0.00553704366559302,77,0.0516206271329436,34,0.0363393815580797,77,0.0239812845991389,34,0.0238975018346706
,76,0.358700663902999,35,0.335071899092034,76,0.391495330316049,35,0.377393817842462,76,0.283897108653286,35,0.262504024595608,76,0.319785826531862,35,0.291624477313123,76,0.281508186693711,35,0.263000343015045,76,0.321888190886368,35,0.29087310994521,76,0.301115320675868,35,0.284684978317928,76,0.343652788000104,35,0.311028951117039,76,0.0247322576660053,35,0.0240770800997997,76,0.0231786696470164,35,0.023098323838762,76,0.0252222420509802,35,0.0170420452998917,76,0.00485358959437304,35,0.00480657894670296,76,0.0314542079615723,35,0.0188874166526551,76,0.00564872220030329,35,0.00555359783602428,76,0.0511408093108853,35,0.0365188320869443,76,0.0240660706596605,35,0.0239042884634546
,75,0.358538795081224,36,0.335792556506079,75,0.39142266809759,36,0.377842400710807,75,0.284410775807156,36,0.263086723332789,75,0.31932380088395,36,0.292397371131466,75,0.281229358986343,36,0.263001220864677,75,0.321500416789263,36,0.291552104726119,75,0.300931446060675,36,0.285382973086544,75,0.342819804272015,36,0.311969915567115,75,0.0245578622158995,36,0.0241004857411824,75,0.0231595582706667,36,0.0231003382925346,75,0.024703253145641,36,0.0170190865922924,75,0.00484448042755824,36,0.00479437073064722,75,0.0308035393501799,36,0.01879137352952,75,0.0056283907783457,36,0.00556697492942819,75,0.050652106325153,36,0.0365899553373047,75,0.0240058489639368,36,0.023915152445896
,74,0.358494555831967,37,0.336555004256714,74,0.391369413841831,37,0.378298416844647,74,0.284587416737704,37,0.263616266758875,74,0.318877292430483,37,0.293158666578145,74,0.280798265106656,37,0.263463648939448,74,0.321138051639876,37,0.292326286455605,74,0.300835543012959,37,0.285666919734074,74,0.34224236561033,37,0.312992307981302,74,0.0243728014610973,37,0.024097531260227,74,0.0231943131696625,37,0.0230827262649669,74,0.0242627611075135,37,0.0169905261260483,74,0.00482451435986621,37,0.00479046107968324,74,0.0301547427517825,37,0.0187744731201728,74,0.00566347924262153,37,0.00553351310091502,74,0.0502340781078579,37,0.0365699977001073,74,0.023951708374747,37,0.0239275418480283
,73,0.358510301697914,38,0.33725153340698,73,0.391258128042008,38,0.378771432156475,73,0.284490698495694,38,0.264273801221232,73,0.318380631395181,38,0.293943703103678,73,0.280099617892158,38,0.264414744862269,73,0.320634941345446,38,0.29328540817509,73,0.300615482023939,38,0.286313244292611,73,0.342048969113342,38,0.313743005836678,73,0.0242758146919364,38,0.0240799038037649,73,0.0232087990992585,38,0.0230977745818618,73,0.0238295607284487,38,0.017023030558094,73,0.00483101530160052,38,0.00481142521694243,73,0.0296313839530575,38,0.0189043978283862,73,0.00566947108729718,38,0.00553238891172702,73,0.0498946076827282,38,0.0366115135743799,73,0.0239700939862655,38,0.0239201553946433
,72,0.358421701243551,39,0.337958610520828,72,0.391144639674042,39,0.37922098989363,72,0.284218406798381,39,0.264912363208161,72,0.317883874582949,39,0.294697879343149,72,0.280171875604328,39,0.265335527920034,72,0.320148634107581,39,0.294289051298688,72,0.300388141017312,39,0.286758794437204,72,0.34127937603422,39,0.314381757084202,72,0.0242211293776097,39,0.0240707613026021,72,0.0231897225516935,39,0.0230819139619393,72,0.0234502206499073,39,0.0170504322563523,72,0.00483650524275761,39,0.00481366977384764,72,0.0293876478747481,39,0.0190498839441328,72,0.00564793777056219,39,0.00553148331308965,72,0.0495815381489548,39,0.0365569684276593,72,0.0239426451362543,39,0.0238839644236198
,71,0.358348176016493,40,0.338675652449723,71,0.390975316560618,40,0.379702768250306,71,0.283957647411238,40,0.265591139539593,71,0.317355747274037,40,0.295451910487202,71,0.280307232113029,40,0.265848934491611,71,0.319579661070108,40,0.295265359550777,71,0.3001444224812,40,0.287302903399728,71,0.340768214059019,40,0.315535421910644,71,0.0242047743557117,40,0.0240712969421908,71,0.023161806284639,40,0.0230950189678136,71,0.0231261863129224,40,0.0171167292060116,71,0.00483663526900136,40,0.00481220897556621,71,0.0291736555042968,40,0.0190341498034224,71,0.00561815808669409,40,0.00553981025847496,71,0.0492740670648426,40,0.0365893622708638,71,0.0239335531511868,40,0.0239371113588222
,70,0.35828412161347,41,0.339412492085443,70,0.390792424597818,41,0.380095563297818,70,0.283894838753876,41,0.26635474042011,70,0.316792540210023,41,0.296148737702568,70,0.279461300350055,41,0.266470433275759,70,0.31896549930484,41,0.296176658345383,70,0.300097266644942,41,0.287559174623933,70,0.340502403010316,41,0.31633006322341,70,0.0241542197003971,41,0.0240847601110716,70,0.0231582008380751,41,0.0230917753402392,70,0.0229800944527129,41,0.0171663865963388,70,0.00482223937135466,41,0.0048340699003835,70,0.0287080924676809,41,0.0190254379984797,70,0.00560876422109372,41,0.00556507642248029,70,0.0490407223907746,41,0.036581923384883,70,0.0239399432874236,41,0.0239446335648739
,69,0.358148581295587,42,0.340111155204027,69,0.390632032853049,42,0.380583163597471,69,0.283869098093547,42,0.26694783776422,69,0.316190174981256,42,0.29686571611876,69,0.279723951427676,42,0.267502355274163,69,0.318338351912153,42,0.29713160137047,69,0.299981960195233,42,0.287957309436097,69,0.340222466625034,42,0.316904967929097,69,0.0241651496570952,42,0.0240658967261246,69,0.0231529878780712,42,0.0230877408666202,69,0.0228405669784112,42,0.0171586494907564,69,0.00481381700519363,42,0.00481364476733514,69,0.0286366593091352,42,0.0191862333471586,69,0.00562587191167841,42,0.00554867060637868,69,0.0487647590220784,42,0.0365069264134364,69,0.0239327781609173,42,0.0239100490168938
,68,0.357613610450883,43,0.340780215789367,68,0.390466954963041,43,0.381013270052713,68,0.283949058142042,43,0.267633796607545,68,0.315625233781456,43,0.297565285787541,68,0.28009433571075,43,0.267958314863991,68,0.317870057061517,43,0.298025252040678,68,0.300185866029917,43,0.288703510653465,68,0.33893974438941,43,0.317670449740845,68,0.0241428118139638,43,0.0240544760706371,68,0.023138161522097,43,0.0230942204635839,68,0.0227425357383857,43,0.0172502913473141,68,0.00483196178468251,43,0.00480611667003469,68,0.0285430920233966,43,0.0192300284535422,68,0.00563068251284079,43,0.0055533612744423,68,0.0486287817567451,43,0.0366004422029462,68,0.0238981791053079,43,0.0238986004754543
,67,0.35719931314533,44,0.341402021509978,67,0.390234883422215,44,0.381424755236177,67,0.283452232474033,44,0.268155564677647,67,0.315062044565898,44,0.298226272352533,67,0.279546063796954,44,0.268265909919461,67,0.317345707428771,44,0.298811631590167,67,0.300527307555406,44,0.289115436035276,67,0.338443522256307,44,0.318765776555598,67,0.0240443066093169,44,0.0240930607529375,67,0.0231401814612167,44,0.023109962596856,67,0.0225801811627334,44,0.0172648133513048,67,0.00484394325603583,44,0.00482648214535375,67,0.0281258309670125,44,0.0192459002083454,67,0.00562330028596089,44,0.00557951121616463,67,0.0485015008332069,44,0.0366510265338178,67,0.0239323885208402,44,0.0239256921309158
,66,0.356838141214748,45,0.342090764632412,66,0.389977868330072,45,0.38189945925281,66,0.282881823845965,45,0.268622837777124,66,0.314484332302481,45,0.298914360110132,66,0.279801067544483,45,0.268991269766881,66,0.31666316658423,45,0.299588426182556,66,0.300574631436055,45,0.289469425929802,66,0.338116899165004,45,0.319728372140884,66,0.0240372829790318,45,0.0240900174347425,66,0.0231383559683978,45,0.0231165970394151,66,0.0223650039276389,45,0.0172384013298301,66,0.00483062291865397,45,0.00482405319402658,66,0.0279738811527355,45,0.0193614304398488,66,0.00561163744630855,45,0.00556546453715031,66,0.0481586233557199,45,0.0365938755400461,66,0.0239495675309874,45,0.0239603035151795
,65,0.35645607349222,46,0.342842497544631,65,0.389764070363906,46,0.382379066102752,65,0.282471047677405,46,0.269144072833508,65,0.313863115987617,46,0.299595125792576,65,0.2801214053607,46,0.269502474915042,65,0.315970799229904,46,0.300394190216744,65,0.300516563100704,46,0.289943656547907,65,0.337471615007266,46,0.320050332378554,65,0.0240512181959671,46,0.0240820222813936,65,0.0231158309832826,46,0.023086057062962,65,0.0221515311894384,46,0.0172617747351993,65,0.0048226437318447,46,0.00482211534838934,65,0.0278632437486091,46,0.0193816171699671,65,0.00557187101983834,46,0.00555610568942113,65,0.0476839737742947,46,0.0365899623036547,65,0.0239511944662892,46,0.0238961672817839
,64,0.355910076966966,47,0.343491689016312,64,0.38951978610632,47,0.382799412547524,64,0.281964037927625,47,0.269666876547555,64,0.313282198486298,47,0.300263898489014,64,0.27975754987918,47,0.269795582007978,64,0.315323122528961,47,0.301167105551813,64,0.300479682075331,47,0.290828240456502,64,0.337045276234787,47,0.321019302312182,64,0.0240431792740517,47,0.0240402209222648,64,0.0231157745686841,47,0.0231011629513271,64,0.0219205526848379,47,0.0173156587700752,64,0.00483112135263804,47,0.00481962451895782,64,0.0275179390489474,47,0.0193805907663768,64,0.00557493225610295,47,0.0055640163092057,64,0.0471652384814738,47,0.0367297588271819,64,0.0239432891548403,47,0.0238862992701364
