CSV Report,2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,10 mM CaCl2_260.00nm_90.0-21.0C,,10 mM CaCl2_260.00nm_21.0-90.0C,,10 mM CaCl2_260.00nm_90.0-21.0C_R1,,10 mM CaCl2_260.00nm_21.0-90.0C_R1,,5 mM CaCl2_260.00nm_90.0-21.0C,,5 mM CaCl2_260.00nm_21.0-90.0C,,5 mM CaCl2_260.00nm_90.0-21.0C_R1,,5 mM CaCl2_260.00nm_21.0-90.0C_R1,,1 mM CaCl2_260.00nm_90.0-21.0C,,1 mM CaCl2_260.00nm_21.0-90.0C,,1 mM CaCl2_260.00nm_90.0-21.0C_R1,,1 mM CaCl2_260.00nm_21.0-90.0C_R1,,0.1 mM CaCl2_260.00nm_90.0-21.0C,,0.1 mM CaCl2_260.00nm_21.0-90.0C,,0.1 mM CaCl2_260.00nm_90.0-21.0C_R1,,0.1 mM CaCl2_260.00nm_21.0-90.0C_R1,,10 mM CaCl2_400.00nm_90.0-21.0C,,10 mM CaCl2_400.00nm_21.0-90.0C,,10 mM CaCl2_400.00nm_90.0-21.0C_R1,,10 mM CaCl2_400.00nm_21.0-90.0C_R1,,5 mM CaCl2_400.00nm_90.0-21.0C,,5 mM CaCl2_400.00nm_21.0-90.0C,,5 mM CaCl2_400.00nm_90.0-21.0C_R1,,5 mM CaCl2_400.00nm_21.0-90.0C_R1,,1 mM CaCl2_400.00nm_90.0-21.0C,,1 mM CaCl2_400.00nm_21.0-90.0C,,1 mM CaCl2_400.00nm_90.0-21.0C_R1,,1 mM CaCl2_400.00nm_21.0-90.0C_R1,,0.1 mM CaCl2_400.00nm_90.0-21.0C,,0.1 mM CaCl2_400.00nm_21.0-90.0C,,0.1 mM CaCl2_400.00nm_90.0-21.0C_R1,,0.1 mM CaCl2_400.00nm_21.0-90.0C_R1,
,76,0.274640820830971,35,0.258755268720399,76,0.313252115625537,35,0.281096105727741,76,0.290749423145527,35,0.261589987510897,76,0.31338789123795,35,0.276853759202307,76,0.315772355727169,35,0.27197417690525,76,0.326458340985201,35,0.287181673356998,76,0.356495371671202,35,0.303166935444958,76,0.353275948261357,35,0.304662919629392,76,0.0522750799840332,35,0.0362124332331408,76,0.0244844894622021,35,0.0246085859471719,76,0.0296381744224738,35,0.0121182122330775,76,0.0065521792002231,35,0.00694848814596849,76,0.00527032266904054,35,0.00520223956168372,76,0.00533115322595358,35,0.00583121563823124,76,0.0264838590427983,35,0.0264959816921908,76,0.0251575025141674,35,0.026223960866662
,75,0.274555238908167,36,0.259288734389654,75,0.31279170773871,36,0.281873095479981,75,0.290259562364556,36,0.262205389589733,75,0.312779306852944,36,0.277643804457424,75,0.314595274076856,36,0.272591582191643,75,0.325646459200533,36,0.287779380911566,75,0.355551721725272,36,0.303855324933785,75,0.352390544583759,36,0.305358688340746,75,0.0519346469544156,36,0.0363132694063926,75,0.0245214574063001,36,0.0246306460881706,75,0.0292967304724423,36,0.0121642255248234,75,0.00656209947363787,36,0.00695505746851412,75,0.00525619625389539,36,0.00525475321626803,75,0.00534514648373901,36,0.00583294150784229,75,0.0264890016348107,36,0.0265212701051678,75,0.0251799004031479,36,0.0262143446971263
,74,0.274239187069792,37,0.259997455774321,74,0.312264610743175,37,0.282643752208699,74,0.289806652985791,37,0.262838287696897,74,0.312081029924562,37,0.278418486903262,74,0.313390290218442,37,0.273286323126822,74,0.32474036992109,37,0.288452080016713,74,0.354542335236596,37,0.304659849537554,74,0.351435793796576,37,0.306104687962275,74,0.0515662255815433,37,0.0364277950601938,74,0.0245149985417955,37,0.0246413291295579,74,0.0289660197477266,37,0.0122157110338192,74,0.00655717839039567,37,0.0069625178742428,74,0.00528277665914632,37,0.00527510451438177,74,0.00533647328270197,37,0.00584159209231437,74,0.0265042762987779,37,0.026544643870867,74,0.0251929881813249,37,0.0262096087569383
,73,0.273950308702243,38,0.260462104271884,73,0.311677645478025,38,0.283417237840282,73,0.289446242785346,38,0.26345882577012,73,0.311332736906842,38,0.279237839737781,73,0.312247195906552,38,0.273910765146753,73,0.323771215969117,38,0.289147676579119,73,0.353397303971623,38,0.305446508365216,73,0.350455167279623,38,0.306913083554526,73,0.0513401527391316,38,0.0364644256842878,73,0.0245011020589348,38,0.0246498265523333,73,0.0286431080801226,38,0.012224328307932,73,0.0065527652710995,38,0.00695396054441031,73,0.00529676387504635,38,0.00525077898386923,73,0.00532862374156247,38,0.00583429840469848,73,0.0265165201988373,38,0.0265403304989349,73,0.0251677830601835,38,0.0262140573731244
,72,0.273564124030158,39,0.261008446082372,72,0.31099719302407,39,0.28417698380216,72,0.28876964595169,39,0.264029902136606,72,0.31051201457899,39,0.280056863792216,72,0.311127998550082,39,0.274636886149645,72,0.322687127204306,39,0.289945051456164,72,0.352173451776411,39,0.30632219398506,72,0.34936792696324,39,0.307764766540445,72,0.050942251496667,39,0.0364920889571599,72,0.0244714019234868,39,0.0246246630049491,72,0.0282470817134986,39,0.012229673255586,72,0.00655830053602406,39,0.00693431982162351,72,0.00527781758041512,39,0.00521807811535393,72,0.00530236557385909,39,0.00582946672202281,72,0.0264977179280219,39,0.0265322784524597,72,0.0251572659990125,39,0.0261909584669915
,71,0.273777360286694,40,0.261422010478045,71,0.310321340402197,40,0.284902088976581,71,0.288261625951825,40,0.264692687180607,71,0.309613860214846,40,0.280852462019666,71,0.309774969357213,40,0.275410693849721,71,0.32151187452739,40,0.290670522864917,71,0.350823166182205,40,0.307234367152205,71,0.348165289945389,40,0.308643341183358,71,0.0507892592978546,40,0.0364699429870603,71,0.0244703426354748,40,0.0246132968261837,71,0.0278971945926686,40,0.012266828867957,71,0.00654932041884158,40,0.00693098303525089,71,0.00524874603300922,40,0.0052112309955819,71,0.00528861957562129,40,0.0058015001218224,71,0.0264874304488824,40,0.0265278731662507,71,0.0251315587227548,40,0.0261700335704869
,70,0.274349133567837,41,0.262056416343166,70,0.309634879992,41,0.285663878725161,70,0.28815965393946,41,0.265464468223593,70,0.308709907401152,41,0.281615331981831,70,0.308333861652344,41,0.276207672375999,70,0.320305668385093,41,0.291570548760532,70,0.349473002345147,41,0.308200943877414,70,0.346996951000181,41,0.30959386108311,70,0.0508548583950762,41,0.0365368221966238,70,0.0244782243667414,41,0.0246582353827359,70,0.0276128950037998,41,0.0123022314597862,70,0.00655366872719408,41,0.00695482034906904,70,0.00525459972714205,41,0.00521348514568298,70,0.00529191426281344,41,0.00586061570680961,70,0.0265057431234314,41,0.0265337805326745,70,0.0251230232032824,41,0.0262005298322493
,69,0.27460338087414,42,0.262506888391832,69,0.308918772332662,42,0.286418981498718,69,0.288143304623492,42,0.266105480852344,69,0.307735081822939,42,0.282470211622386,69,0.306954828616209,42,0.27711475991318,69,0.319051735352541,42,0.292386894459783,69,0.348027346945627,42,0.309234311134716,69,0.345699708784184,42,0.310543139033378,69,0.0507436078784246,42,0.0365124391892756,69,0.0244885495142361,42,0.0246206554964605,69,0.027270054236678,42,0.0123097158799738,69,0.00656398841172528,42,0.00695433500730601,69,0.0052641833995342,42,0.00523048860369267,69,0.0052936735116216,42,0.00582419930442151,69,0.0265029370905932,42,0.0265332820307747,69,0.0251326406176241,42,0.0261538602891407
,68,0.274452926368117,43,0.263086897036659,68,0.30814383664642,43,0.28723029376458,68,0.287469520978609,43,0.266761516589637,68,0.30674467713666,43,0.283294561684545,68,0.305596769585874,43,0.277957870414785,68,0.317740481584975,43,0.29321479946954,68,0.346467150443342,43,0.31028362339368,68,0.344352881560431,43,0.31151135954169,68,0.050333541433112,43,0.0365782531510558,68,0.0244877897215252,43,0.0245953925620687,68,0.0267083789684764,43,0.012332010649297,68,0.00656094969351775,43,0.00694435266125248,68,0.00526997276787066,43,0.0052302758088218,68,0.00531307966700599,43,0.00578749211555028,68,0.0265072954871696,43,0.0265388519875514,68,0.0251485122229321,43,0.0260895315289879
,67,0.274070884527021,44,0.263787390896132,67,0.307369979122043,44,0.288054643057181,67,0.286684757036051,44,0.267473779294638,67,0.305759691420292,44,0.284083093259171,67,0.304202810828282,44,0.278819209419017,67,0.316428535664883,44,0.294211365571708,67,0.344878115979183,44,0.311365163952651,67,0.342863644598355,44,0.312619815238779,67,0.0497992738236815,44,0.0366507081379726,67,0.0244742256459465,44,0.0246139682455315,67,0.0260432824719315,44,0.0123326516901227,67,0.00654198493051289,44,0.0069468730404359,67,0.00525909856457952,44,0.00522867482079649,67,0.0053084304904966,44,0.00582832456280899,67,0.0265029635486868,44,0.026533847988143,67,0.0251391797596247,44,0.0260770285457643
,66,0.273628177868957,45,0.26434442294852,66,0.306570035374553,45,0.288780086371217,66,0.285965059656689,45,0.268136300259982,66,0.304810343894117,45,0.28492591158784,66,0.302781234508571,45,0.279806789807868,66,0.315127106912134,45,0.295169312342449,66,0.343221392734071,45,0.312492412322903,66,0.34133028400174,45,0.313707234744021,66,0.0492678930221575,45,0.0366619431507853,66,0.0244388067676858,45,0.0246140279611289,66,0.0252824581716383,45,0.0123358222816929,66,0.00652901743740113,45,0.00696250129717185,66,0.0052520748694705,45,0.00523105754387943,66,0.00527860798770983,45,0.0058315634604321,66,0.0265121858309189,45,0.0265236367119759,66,0.0251216990520722,45,0.0260679067392653
,65,0.273271169626187,46,0.264938612565937,65,0.305822706439616,46,0.289494527560369,65,0.285375235178052,46,0.268769916725763,65,0.303906844143303,46,0.28575208404239,65,0.301422396642147,46,0.280782815450531,65,0.313926111233296,46,0.29605201063521,65,0.341509490373351,46,0.313689642711568,65,0.339763248787921,46,0.314803456499312,65,0.0485668521448288,46,0.0366934668439775,65,0.0244082885250255,46,0.0246112457364566,65,0.0244784669439538,46,0.0123380807822077,65,0.00652432728053875,46,0.00695281100147867,65,0.00526478220913674,46,0.00524509151205912,65,0.00526814473557478,46,0.00581745856100821,65,0.026525094780756,46,0.0265383124989426,65,0.0251057012114595,46,0.0260500480988407
,64,0.272994937289628,47,0.265578709944104,64,0.305057608406263,47,0.290278148791379,64,0.284804147090458,47,0.269424484280382,64,0.302951400569948,47,0.286533705162468,64,0.300180574964651,47,0.281826127506073,64,0.312688951672374,47,0.29700417694363,64,0.339791798932027,47,0.314855694946571,64,0.338178013624217,47,0.315909382931473,64,0.0479366207721182,47,0.0367365767830864,64,0.0244094316505436,47,0.0245667530109376,64,0.0235410848397244,47,0.0123389145081995,64,0.00652788579083171,47,0.00693156086787975,64,0.00526105096969296,47,0.00528223360300862,64,0.00525429131709096,47,0.00577897743132581,64,0.0265050668342079,47,0.0265642219069029,64,0.0251594238524359,47,0.0259828271365041
,63,0.272904546425579,48,0.266170874532685,63,0.304251335701016,48,0.291048570786827,63,0.284069826108525,48,0.270122928829976,63,0.302048703274327,48,0.287362494583997,63,0.298938552883064,48,0.282857132468572,63,0.311493251105686,48,0.298077154218741,63,0.338144068406186,48,0.316036778189933,63,0.336591802907631,48,0.31704333639391,63,0.0473589630897923,48,0.036756600483253,63,0.0243875464932094,48,0.0246058293440391,63,0.0224282657911363,48,0.012349465601041,63,0.00652731732552611,48,0.00692232216194581,63,0.00524265101055663,48,0.00527174646954256,63,0.00523150317883654,48,0.00580875223351141,63,0.0264994156278737,48,0.0265497007140476,63,0.0251423097723065,48,0.0259739402308603
,62,0.272505386373311,49,0.266630962719594,62,0.303515954945784,49,0.291719855406769,62,0.283380497569295,49,0.270765468991863,62,0.301211033818208,49,0.28814988044003,62,0.297769580113517,49,0.283860763800861,62,0.310397709433892,49,0.29912753694275,62,0.336548433876686,49,0.317270037122693,62,0.335053951327985,49,0.318163574767038,62,0.0466361395429076,49,0.0367266303067362,62,0.0243913213428955,49,0.024614623513969,62,0.0212972985565899,49,0.0123279804402377,62,0.00650700366769423,49,0.00690197274594354,62,0.00525320626374636,49,0.00524261849880372,62,0.00522766883692408,49,0.00581300045560534,62,0.0265219036989007,49,0.0265278423546692,62,0.0251099700021656,49,0.0259524519132151
,61,0.272099306201777,50,0.267208356938956,61,0.302798195237839,50,0.292424125041626,61,0.282575093378871,50,0.271389095591482,61,0.300373870865827,50,0.288917726697582,61,0.296683807048936,50,0.284911563361769,61,0.309333532576445,50,0.300154120295574,61,0.334929013755856,50,0.318466199130275,61,0.333585228000338,50,0.31924126713749,61,0.0460007995517217,50,0.0367566297848353,61,0.0243792899328495,50,0.0246005524835961,61,0.0200828550805501,50,0.0123126842605675,61,0.0065046566139726,50,0.00690726573013113,61,0.00527335839686312,50,0.00523309306899737,61,0.00521026709387514,50,0.00582118710151947,61,0.0265303999244182,50,0.0265359192792015,61,0.0250842950035375,50,0.0259190188621383
,60,0.27167844306725,51,0.267809064985179,60,0.302043196263405,51,0.29319480999901,60,0.281725409557607,51,0.272039269182998,60,0.299556607224061,51,0.289702312817428,60,0.295658991378706,51,0.285949840274925,60,0.308258048119467,51,0.30123452437108,60,0.333390614245099,51,0.319697229240186,60,0.332187814436767,51,0.320386564086145,60,0.045243504928591,51,0.0368118494725349,60,0.0243657455762998,51,0.0246034297361107,60,0.0188952230254245,51,0.0123165947935591,60,0.0065191908980484,51,0.00689561668330058,60,0.00526565595164346,51,0.00528552183748197,60,0.00521946030338863,51,0.00581651428158219,60,0.0265235433339216,51,0.0265545649138765,60,0.0250828893018564,51,0.0258983420888844
,59,0.271389997059147,52,0.268380284050845,59,0.301294662287183,52,0.293887450457447,59,0.280936809449511,52,0.272731079587917,59,0.298733700342362,52,0.290539512906579,59,0.294782603290815,52,0.286985746193376,59,0.30726296985998,52,0.30232628820598,59,0.331963675468679,52,0.32093141379581,59,0.330804058019797,52,0.321608286712797,59,0.0445352093850909,52,0.0368209159695991,59,0.0243467248300954,52,0.0245749615379785,59,0.01777520207756,52,0.0123203674476941,59,0.00652849240608023,52,0.00688198003931377,59,0.00523129579799066,52,0.00524679679996976,59,0.0052287255855864,52,0.00579016109679843,59,0.0265082876875885,52,0.0265360310032902,59,0.0250781851284978,52,0.0258671331967313
,58,0.27108732312472,53,0.268946805729234,58,0.300568692027003,53,0.294572901233874,58,0.280039692763478,53,0.273496037661772,58,0.297948180826414,53,0.291289185671676,58,0.293930477216594,53,0.288043603236584,58,0.306341673644974,53,0.303333762096799,58,0.330566733074542,53,0.322163090320055,58,0.329505382291135,53,0.322796721808947,58,0.0437859764167783,53,0.036890766027804,58,0.0243228976799227,53,0.024564737461261,58,0.0167820877385963,53,0.0123400315081276,58,0.00653869865389765,53,0.00688103409988979,58,0.0052409605666296,53,0.00521791758520275,58,0.00523445557382159,53,0.00574377836871548,58,0.0265097391517595,53,0.0265256320800491,58,0.0250884647968985,53,0.0258397972538784
,57,0.270810204521578,54,0.2696425220609,57,0.299831679225852,54,0.295342174602604,57,0.279159802876242,54,0.27421923100715,57,0.297163158087625,54,0.292039423564498,57,0.292915944155846,54,0.289098797474237,57,0.30534932951742,54,0.30436607650599,57,0.329237302139699,54,0.323421999136644,57,0.328265397998968,54,0.323957043472312,57,0.0430926058783338,54,0.0371145761705315,57,0.0243477063001579,54,0.0245560177189661,57,0.0159584265690396,54,0.0123476083155984,57,0.00653249461518534,54,0.00686924273277355,57,0.00526787831342512,54,0.00522578557512694,57,0.00525420417299016,54,0.00573013186207127,57,0.0265256583730279,54,0.0265268977281316,57,0.0251239951853395,54,0.0257996859667114
,56,0.270530498930163,55,0.270206402298449,56,0.299093546439799,55,0.296080078550221,56,0.278492477703869,55,0.274914201088625,56,0.296342780449679,55,0.29283884520929,56,0.292090364636421,55,0.290165018749155,56,0.304343378064614,55,0.305401991323263,56,0.327883966771875,55,0.324667869808808,56,0.326988649603699,55,0.325117727296706,56,0.0423665211032298,55,0.0372782005177038,56,0.0243499745816946,55,0.0245920755850076,56,0.015348752006127,55,0.0123683066454859,56,0.00653162067562365,55,0.00686960423801605,56,0.00529553016737173,55,0.00522619149096437,56,0.00524370187620827,55,0.00576412253206585,56,0.0265447586990316,55,0.0265171538405853,56,0.0251093805766497,55,0.0257686595676917
,55,0.270197575901222,56,0.27049539189716,55,0.298333633807895,56,0.296798547497022,55,0.277756587042172,56,0.275714159391383,55,0.295548663715961,56,0.293631469335889,55,0.291175752510205,56,0.291311003922524,55,0.303369220498048,56,0.30645140607876,55,0.32665082269583,56,0.32595903074222,55,0.325767896460834,56,0.326338936609222,55,0.0416076667665335,56,0.0374568490378548,55,0.0243410259901493,56,0.0245565303770521,55,0.0148358961640246,56,0.0124272375954044,55,0.00652578243497616,56,0.00684478131383451,55,0.00525384631838536,56,0.00524006215842276,55,0.0052149363495224,56,0.00574538639257424,55,0.026524469963774,56,0.0265030277896494,55,0.0250838372893741,56,0.0257298148780204
,54,0.269767611941666,57,0.270945213512553,54,0.29760086429267,57,0.297525804829116,54,0.277097286153935,57,0.276460516234979,54,0.294713046084843,57,0.294400049321626,54,0.290229688522793,57,0.292358068186983,54,0.302372370215098,57,0.307397180216089,54,0.325497465907808,57,0.327263982522958,54,0.324609569422451,57,0.327514186090351,54,0.0409610580210436,57,0.0378828188951764,54,0.0243317628861303,57,0.0245779072432938,54,0.0144256410382098,57,0.0125051612195832,54,0.00652437160498278,57,0.00685337634682727,54,0.00522876954061464,57,0.00524420840223258,54,0.00521255433463428,57,0.00574060588848802,54,0.0265014006866968,57,0.026506410430047,54,0.0250690943992183,57,0.0257106052379907
,53,0.269381385162691,58,0.271235907290004,53,0.296904525265485,58,0.298250000647144,53,0.27648612189001,58,0.277339388540093,53,0.293919588611569,58,0.295132871432872,53,0.289261336386999,58,0.293346857180138,53,0.30144334184997,58,0.308306655541504,53,0.324299790056851,58,0.328600191043867,53,0.323487906492282,58,0.328746802685313,53,0.0403179384231777,58,0.0384386505273919,53,0.0243249647036511,58,0.0245733510493226,53,0.0141114242125878,58,0.0126580123596276,53,0.00653991475018322,58,0.00683145509453955,53,0.00523121627143799,58,0.00524645230774107,53,0.00521719381286602,58,0.00573614584710317,53,0.0265090455061717,58,0.0265198081377798,53,0.0250824933647485,58,0.0256657795289512
,52,0.268913888581902,59,0.271324087721585,52,0.296133195976026,59,0.298955305968883,52,0.275760460429044,59,0.278289290842026,52,0.293083645106055,59,0.296005494045142,52,0.288364160252202,59,0.29448635058855,52,0.301232499559593,59,0.309300216879968,52,0.323109789626708,59,0.329964606837237,52,0.322296466768629,59,0.330069379878248,52,0.0398018256517604,59,0.0390022658198386,52,0.0243392731059782,59,0.0245378741645853,52,0.0138460173750881,59,0.0129039929648465,52,0.00654598253309414,59,0.00682825619170169,52,0.0052470244543385,59,0.00527592161695785,52,0.00521618369556691,59,0.00572660985234855,52,0.0265126618236333,59,0.0265180219913466,52,0.0250879044673823,59,0.0256328949737114
,51,0.268420085943634,60,0.271493382318623,51,0.295441912354169,60,0.299763850142493,51,0.27505419444379,60,0.279187636330228,51,0.292281084795497,60,0.296792850697733,51,0.287452880988808,60,0.295525355663516,51,0.300319699915108,60,0.310178378467105,51,0.321942152714781,60,0.331381309724324,51,0.321134901534944,60,0.331415849615279,51,0.0393524485315915,60,0.0397238445558673,51,0.0243613128273068,60,0.0245345895807658,51,0.0136534335138671,60,0.0132370882397567,51,0.00653973718669236,60,0.00681283560512017,51,0.00526022153862859,60,0.00526465708141257,51,0.00523807005654289,60,0.00570484659025239,51,0.0265298020150423,60,0.0265368356552755,51,0.0250673962322112,60,0.0255847082185331
,50,0.268119017552457,61,0.271534782050858,50,0.294737057549611,61,0.300463666660493,50,0.274300410761468,61,0.280281086403754,50,0.291470047937957,61,0.29762426022915,50,0.286450040301859,61,0.296637620602863,50,0.299455325969968,61,0.31109821637012,50,0.320779632791218,61,0.333343273873871,50,0.320051206127471,61,0.332821271472584,50,0.0390323788448429,61,0.0404632612146962,50,0.0243861635549915,61,0.0245694177315137,50,0.0134567057260149,61,0.0137385749847286,50,0.00656343660529906,61,0.00682330284056094,50,0.00526774315272924,61,0.00522950561169092,50,0.00523524394681652,61,0.0057137343473146,50,0.0265313715878002,61,0.026545518987406,50,0.0250650485145568,61,0.0255673926476163
,49,0.267708816789958,62,0.27140322566401,49,0.29399768373033,62,0.301182427647721,49,0.273576189673749,62,0.281409484991569,49,0.290676867504046,62,0.298530813181073,49,0.285537138364652,62,0.297796822741341,49,0.298679320096692,62,0.312088165489061,49,0.319637405114398,62,0.334980984717859,49,0.318897882529114,62,0.334255912911193,49,0.0386896114416153,62,0.0412160425286764,49,0.0244323991026299,62,0.024546809179655,49,0.0132815664073831,62,0.0144637180559989,49,0.00661232562591596,62,0.00684738765943197,49,0.00524778522549255,62,0.00523733903746546,49,0.00529334029216864,62,0.0056594238677438,49,0.0264914227194314,62,0.0265165845179631,49,0.025089812665315,62,0.0255397214243917
,48,0.267154552104518,63,0.271337375753836,48,0.293284137524056,63,0.301997088650549,48,0.272815238353413,63,0.282492423313314,48,0.289869377916096,63,0.299406935605501,48,0.284566167837494,63,0.298938129744535,48,0.297638663967785,63,0.313130517331937,48,0.318491190358713,63,0.336146750595723,48,0.31781690267304,63,0.335752467821076,48,0.0383817110667678,63,0.0419367919937147,48,0.0244433902076552,63,0.0245366180285414,48,0.0131474451444058,63,0.0154166001773203,48,0.00662434488914894,63,0.00680118126167964,48,0.00524395349069386,63,0.00523688073925086,48,0.005334360174069,63,0.0056250201350729,48,0.0265069778381962,63,0.0265164558539462,48,0.0251094485490283,63,0.0254856188660467
,47,0.266628074367979,64,0.271421711694137,47,0.292472760741155,64,0.302877372916184,47,0.27208213585629,64,0.283533744489654,47,0.289027298957821,64,0.300349295530368,47,0.283596120863883,64,0.300174464253159,47,0.296686154496547,64,0.31423109087912,47,0.317365108389713,64,0.337854660448356,47,0.316629176328184,64,0.337311469784172,47,0.0381842547845146,64,0.0425801160575708,47,0.0244648021042776,64,0.0245293921873705,47,0.0130574498858276,64,0.0166166526324174,47,0.00662100869032158,64,0.00677122378225136,47,0.0052703571610848,64,0.00524506819183133,47,0.00535647495826688,64,0.00561704903533652,47,0.0265446419929589,64,0.0265057283736955,47,0.0251017320100909,64,0.0254459284731333
,46,0.266254027079757,65,0.271606361785945,46,0.291743338012127,65,0.303731723435085,46,0.271315585957221,65,0.284495480966174,46,0.288235204325366,65,0.301345674316413,46,0.282625811513753,65,0.301443858367364,46,0.295997471822717,65,0.315386679818521,46,0.316197716977253,65,0.339686026467581,46,0.315580846275442,65,0.338854847677181,46,0.0380323013510516,65,0.043209456756203,46,0.0244913617643493,65,0.0245546665804813,46,0.0129513539282179,65,0.017883626569893,46,0.00664594451165902,65,0.00677538839659979,46,0.0052659428923713,65,0.00526268504974417,46,0.00537628064633258,65,0.00561097753493549,46,0.0265169885146712,65,0.0265065480291579,46,0.0251499191529798,65,0.0254317855246678
,45,0.265685487681467,66,0.271604078983156,45,0.291043271524262,66,0.304642435370879,45,0.270605028976402,66,0.285326507591312,45,0.287468768375569,66,0.302358653190771,45,0.281649151894581,66,0.302761990882536,45,0.295214951254727,66,0.316566098200184,45,0.315012434800863,66,0.341453258023198,45,0.314472007864647,66,0.340518760049938,45,0.037756784489604,66,0.0437056417425547,45,0.0245235639836068,66,0.0245526479118443,45,0.0128640779130024,66,0.0191260073104419,45,0.00670933958038727,66,0.00677738202741677,45,0.00524342662849204,66,0.00526903018111648,45,0.00541346723810094,66,0.005600977529124,45,0.0264950766663792,66,0.0265100336897101,45,0.0251553905571497,66,0.0253903291282437
,44,0.265028520389696,67,0.271726943042566,44,0.290294596690452,67,0.305728588018863,44,0.269889292209015,67,0.286178794155837,44,0.286624634940045,67,0.303422761115963,44,0.280701830149312,67,0.304149221208021,44,0.294422532233996,67,0.317801550511259,44,0.313858310428276,67,0.343244754190747,44,0.31340359604646,67,0.342197343517664,44,0.037538885248453,67,0.0440982956041862,44,0.0245292908050078,67,0.0245458827558053,44,0.0128083315767205,67,0.0202727663281136,44,0.0067147403832266,67,0.00677913613808565,44,0.00524764810494184,67,0.00525791362047135,44,0.00544767969610484,67,0.00557792067283174,44,0.026503756274604,67,0.0265104601655797,44,0.0251847703205215,67,0.0253363238839699
,43,0.264624980178456,68,0.272016945648467,43,0.28950386958319,68,0.306921097259516,43,0.269109936643861,68,0.286936343643604,43,0.285798687154416,68,0.304571958268569,43,0.279774520621453,68,0.305592525987338,43,0.293608879558896,68,0.319198082204345,43,0.312746054790606,68,0.345095003601153,43,0.31240537191375,68,0.343864482698751,43,0.0374793355861375,68,0.0446080758004637,43,0.0245331231609105,68,0.0245449105481993,43,0.0127317323026575,68,0.0211789254439852,43,0.00674008037518635,68,0.00675660790776091,43,0.00524985712866614,68,0.00527725458670512,43,0.00546310361526025,68,0.00557988081979389,43,0.0264966858216581,68,0.0265348727567326,43,0.0252425596600254,68,0.0253029658901566
,42,0.264183821735476,69,0.272342345445497,42,0.288748137053628,69,0.307923362443862,42,0.26835111826388,69,0.287668585946038,42,0.284997630145427,69,0.305818034053256,42,0.278861191689701,69,0.307148774185336,42,0.29270467588967,69,0.320627716818933,42,0.311613644044128,69,0.346876916406982,42,0.311396183896606,69,0.345546648574941,42,0.0373551255491181,69,0.0448942336977351,42,0.0245653297163227,69,0.0245211705657059,42,0.0126540774258567,69,0.021851150886581,42,0.00675754311183642,69,0.00675849918020361,42,0.00523903551254717,69,0.00528533160974387,42,0.00551327731647831,69,0.00558552478747977,42,0.0264897414995814,69,0.0265187501748447,42,0.025284619535051,69,0.0252672668717345
,41,0.263573048945736,70,0.273037440527866,41,0.28798334738293,70,0.308955611017055,41,0.267634138993808,70,0.288497934416119,41,0.284202247108611,70,0.307043735955887,41,0.27796310419508,70,0.308695828208786,41,0.291854960652451,70,0.322009625658114,41,0.310524052088181,70,0.34850986761188,41,0.310446197124586,70,0.347236627314079,41,0.0372274568110557,70,0.0451056206692522,41,0.0245503874304847,70,0.0244964956697735,41,0.0126016420330757,70,0.0222863587484033,41,0.00677528642520036,70,0.00675779218465246,41,0.00522817430301728,70,0.0052913912218715,41,0.00552752270045616,70,0.00552903058900555,41,0.0264983714677965,70,0.0265156944403905,41,0.0253389007700233,70,0.0252208456967721
,40,0.263093488930485,71,0.273877703774965,40,0.287270323068607,71,0.309960514472514,40,0.266962380111614,71,0.289488337054543,40,0.28342473623281,71,0.308281934956815,40,0.277110305380999,71,0.310260616182807,40,0.291160451854886,71,0.323444218124286,40,0.309459226937351,71,0.35010907645607,40,0.309511512086654,71,0.348958253229865,40,0.0371661755853069,71,0.04518789105903,40,0.0245818336562096,71,0.0244935632587477,40,0.0125751518521393,71,0.0225342387435353,40,0.00683590981222596,71,0.00674484462802048,40,0.00523992921832831,71,0.00530855371858324,40,0.00559193075674683,71,0.00549952951503303,40,0.0265352491215408,71,0.0265206931792134,40,0.0254055416420802,71,0.025185649995719
